PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"714119","Red cells for transfusion","Schmidt PF.","N Engl J Med. 1978 Dec 21;299(25):1411-2. doi: 10.1056/NEJM197812212992509.","Schmidt PF","N Engl J Med","1978","1978/12/21","","","10.1056/NEJM197812212992509"
"714118","A new inotropic drug: its promise and a caution","Katz AM.","N Engl J Med. 1978 Dec 21;299(25):1409-10. doi: 10.1056/NEJM197812212992508.","Katz AM","N Engl J Med","1978","1978/12/21","","","10.1056/NEJM197812212992508"
"714117","Fallacy of the five-year survival in lung cancer","McNeil BJ, Weichselbaum R, Pauker SG.","N Engl J Med. 1978 Dec 21;299(25):1397-401. doi: 10.1056/NEJM197812212992506.","McNeil BJ","N Engl J Med","1978","1978/12/21","","","10.1056/NEJM197812212992506"
"714116","Clinical usefulness of red cells preserved in protein-poor mediums","Högman CF, Hedlund K, Zetterström H.","N Engl J Med. 1978 Dec 21;299(25):1377-82. doi: 10.1056/NEJM197812212992502.","Högman CF","N Engl J Med","1978","1978/12/21","","","10.1056/NEJM197812212992502"
"714115","Hemodynamic assessment of amrinone. A new inotropic agent","Benotti JR, Grossman W, Braunwald E, Davolos DD, Alousi AA.","N Engl J Med. 1978 Dec 21;299(25):1373-7. doi: 10.1056/NEJM197812212992501.","Benotti JR","N Engl J Med","1978","1978/12/21","","","10.1056/NEJM197812212992501"
"581395","The hazard of particulates in tobacco smoke","Ecanow B, Blake MI.","N Engl J Med. 1978 Dec 21;299(25):1415-6. doi: 10.1056/NEJM197812212992517.","Ecanow B","N Engl J Med","1978","1978/12/21","","","10.1056/NEJM197812212992517"
"362208","Doxycycline for travelers' diarrhea: risks and benefits","Guerrant RL, Hughes JM.","N Engl J Med. 1978 Dec 21;299(25):1412-3.","Guerrant RL","N Engl J Med","1978","1978/12/21","","",""
"362207","Effects of inhaled beclomethasone dipropionate and alternate-day prednisone on pituitary-adrenal function in children with chronic asthma","Wyatt R, Waschek J, Weinberger M, Sherman B.","N Engl J Med. 1978 Dec 21;299(25):1387-92. doi: 10.1056/NEJM197812212992504.","Wyatt R","N Engl J Med","1978","1978/12/21","","","10.1056/NEJM197812212992504"
"362206","Clinical relevance of the histopathological subclassification of diffuse ""histiocytic"" lymphoma","Strauchen JA, Young RC, DeVita VT Jr, Anderson T, Fantone JC, Berard CW.","N Engl J Med. 1978 Dec 21;299(25):1382-7. doi: 10.1056/NEJM197812212992503.","Strauchen JA","N Engl J Med","1978","1978/12/21","","","10.1056/NEJM197812212992503"
"213718","Case records of the Massachusetts General Hospital. Weekly clinicopathological exercises. Case 50--1978","","N Engl J Med. 1978 Dec 21;299(25):1402-8. doi: 10.1056/NEJM197812212992507.","","N Engl J Med","1978","1978/12/21","","","10.1056/NEJM197812212992507"
"152410","Toxic epidermal necrolysis after mithramycin","Purpora D, Ahern MJ, Silverman N.","N Engl J Med. 1978 Dec 21;299(25):1412. doi: 10.1056/NEJM197812212992511.","Purpora D","N Engl J Med","1978","1978/12/21","","","10.1056/NEJM197812212992511"
"152409","Adult height and fertility in men with congenital virilizing adrenal hyperplasia","Urban MD, Lee PA, Migeon CJ.","N Engl J Med. 1978 Dec 21;299(25):1392-6. doi: 10.1056/NEJM197812212992505.","Urban MD","N Engl J Med","1978","1978/12/21","","","10.1056/NEJM197812212992505"
"101846","Resistance of scrapie agent to decontamination","Dickinson AG, Taylor DM.","N Engl J Med. 1978 Dec 21;299(25):1413-4. doi: 10.1056/NEJM197812212992512.","Dickinson AG","N Engl J Med","1978","1978/12/21","","","10.1056/NEJM197812212992512"
"714114","Fetal monitoring","","N Engl J Med. 1978 Dec 14;299(24):1370-1. doi: 10.1056/NEJM197812142992419.","","N Engl J Med","1978","1978/12/14","","","10.1056/NEJM197812142992419"
"714113","Carcinoembryonic antigen in prognosis of colorectal cancer","","N Engl J Med. 1978 Dec 14;299(24):1369-70. doi: 10.1056/NEJM197812142992418.","","N Engl J Med","1978","1978/12/14","","","10.1056/NEJM197812142992418"
"714112","Hyperlgucagonemia in diabetes","","N Engl J Med. 1978 Dec 14;299(24):1366-8.","","N Engl J Med","1978","1978/12/14","","",""
"714111","Treatment of diabetic necrobiosis with aspirin or dipyridamole","","N Engl J Med. 1978 Dec 14;299(24):1366. doi: 10.1056/NEJM197812142992416.","","N Engl J Med","1978","1978/12/14","","","10.1056/NEJM197812142992416"
"714110","Dichloroacetate as treatment for congenital lactic acidosis","Coude FX, Saudubray JM, DeMaugre F, Marsac C, Leroux JP, Charpentier C.","N Engl J Med. 1978 Dec 14;299(24):1365-6.","Coude FX","N Engl J Med","1978","1978/12/14","","",""
"714109","HL-A antigens in adult polymyositis","Cumming WJ, Hudgson P, Wilcox CB.","N Engl J Med. 1978 Dec 14;299(24):1365. doi: 10.1056/NEJM197812142992414.","Cumming WJ","N Engl J Med","1978","1978/12/14","","","10.1056/NEJM197812142992414"
"714108","Estrogen receptors and responses to chemotherapy and hormonal therapy in advanced breast cancer","Kiang DT, Frenning DH, Goldman AI, Ascensao VF, Kennedy BJ.","N Engl J Med. 1978 Dec 14;299(24):1330-4. doi: 10.1056/NEJM197812142992403.","Kiang DT","N Engl J Med","1978","1978/12/14","","","10.1056/NEJM197812142992403"
"581394","Sounding board. Waiting for a bus: Does it explain age-dependent differences in response to chemotherapy of early breast cancer?","Rozencweig M, Zelen M, Von Hoff DD, Muggia FM.","N Engl J Med. 1978 Dec 14;299(24):1363-4. doi: 10.1056/NEJM197812142992411.","Rozencweig M","N Engl J Med","1978","1978/12/14","","","10.1056/NEJM197812142992411"
"568720","Confidentiality of records in PSRO's","Curran WJ.","N Engl J Med. 1978 Dec 14;299(24):1348-9. doi: 10.1056/NEJM197812142992407.","Curran WJ","N Engl J Med","1978","1978/12/14","","","10.1056/NEJM197812142992407"
"362205","A show of confidence","Rothman KJ.","N Engl J Med. 1978 Dec 14;299(24):1362-3. doi: 10.1056/NEJM197812142992410.","Rothman KJ","N Engl J Med","1978","1978/12/14","","","10.1056/NEJM197812142992410"
"362204","Cholesterol, coronaries, clofibrate and death","Oliver MF.","N Engl J Med. 1978 Dec 14;299(24):1360-2. doi: 10.1056/NEJM197812142992409.","Oliver MF","N Engl J Med","1978","1978/12/14","","","10.1056/NEJM197812142992409"
"362203","Case records of the Massachusetts General Hospital. Weekly clinicopathological exercises. Case 49-1978","","N Engl J Med. 1978 Dec 14;299(24):1349-59. doi: 10.1056/NEJM197812142992408.","","N Engl J Med","1978","1978/12/14","","","10.1056/NEJM197812142992408"
"362202","The suppressor-cell network in cancer (second of two parts)","Broder S, Waldmann TA.","N Engl J Med. 1978 Dec 14;299(24):1335-41. doi: 10.1056/NEJM197812142992404.","Broder S","N Engl J Med","1978","1978/12/14","","","10.1056/NEJM197812142992404"
"213717","Hypoglycemia and islet-cell adenomas in a child","","N Engl J Med. 1978 Dec 14;299(24):1368-9. doi: 10.1056/NEJM197812142992417.","","N Engl J Med","1978","1978/12/14","","","10.1056/NEJM197812142992417"
"213716","Current concepts in cancer. Solid tumors in children","Maurer HM.","N Engl J Med. 1978 Dec 14;299(24):1345-8. doi: 10.1056/NEJM197812142992406.","Maurer HM","N Engl J Med","1978","1978/12/14","","","10.1056/NEJM197812142992406"
"213715","Defective high-density lipoprotein composition in patients on chronic hemodialysis. A possible mechanism for accelerated atherosclerosis","Rapoport J, Aviram M, Chaimovitz C, Brook JG.","N Engl J Med. 1978 Dec 14;299(24):1326-9. doi: 10.1056/NEJM197812142992402.","Rapoport J","N Engl J Med","1978","1978/12/14","","","10.1056/NEJM197812142992402"
"101845","Factors contributing to the declining mortality rate in renal transplantation","Tilney NL, Strom TB, Vineyard GC, Merrill JP.","N Engl J Med. 1978 Dec 14;299(24):1321-5. doi: 10.1056/NEJM197812142992401.","Tilney NL","N Engl J Med","1978","1978/12/14","","","10.1056/NEJM197812142992401"
"30899","Prazepam and lorazepam, two new benzodiazepines","Greenblatt DJ, Shader RI.","N Engl J Med. 1978 Dec 14;299(24):1342-4. doi: 10.1056/NEJM197812142992405.","Greenblatt DJ","N Engl J Med","1978","1978/12/14","","","10.1056/NEJM197812142992405"
"714107","Vitamin B12 deficiency in strict vegetarians","","N Engl J Med. 1978 Dec 7;299(23):1319-20. doi: 10.1056/NEJM197812072992325.","","N Engl J Med","1978","1978/12/07","","","10.1056/NEJM197812072992325"
"714106","Urinary kallikrein levels and hypertension","Izzo JL Jr.","N Engl J Med. 1978 Dec 7;299(23):1316-7. doi: 10.1056/NEJM197812072992320.","Izzo JL Jr","N Engl J Med","1978","1978/12/07","","","10.1056/NEJM197812072992320"
"714105","The decline of the autopsy","","N Engl J Med. 1978 Dec 7;299(23):1315-6. doi: 10.1056/NEJM197812072992319.","","N Engl J Med","1978","1978/12/07","","","10.1056/NEJM197812072992319"
"714104","Death and ""brain death""","","N Engl J Med. 1978 Dec 7;299(23):1313-5. doi: 10.1056/nejm197812072992318.","","N Engl J Med","1978","1978/12/07","","","10.1056/nejm197812072992318"
"714103","Congenital deficiency of C2 and factor B","Raum D, Glass D, Agnello V, Schur P, Alper CA.","N Engl J Med. 1978 Dec 7;299(23):1313. doi: 10.1056/NEJM197812072992317.","Raum D","N Engl J Med","1978","1978/12/07","","","10.1056/NEJM197812072992317"
"714102","Diagnosis of neuronal ceroid lipofuscinosis","","N Engl J Med. 1978 Dec 7;299(23):1312-3. doi: 10.1056/NEJM197812072992315.","","N Engl J Med","1978","1978/12/07","","","10.1056/NEJM197812072992315"
"714101","Primary-care manpower: the doctors' dilemma","","N Engl J Med. 1978 Dec 7;299(23):1309-12. doi: 10.1056/NEJM197812072992314.","","N Engl J Med","1978","1978/12/07","","","10.1056/NEJM197812072992314"
"714100","Sounding Boards: Two views of ""the doctors' dilemma"". As the Board sees it","Reitemeier RJ, Benson JA Jr.","N Engl J Med. 1978 Dec 7;299(23):1308-9. doi: 10.1056/NEJM197812072992313.","Reitemeier RJ","N Engl J Med","1978","1978/12/07","","","10.1056/NEJM197812072992313"
"714099","Sounding boards: Two views of ""the doctors' dilemma"". Manpower policy: base it on facts, not opinions","Thier SO, Berliner RW.","N Engl J Med. 1978 Dec 7;299(23):1305-7. doi: 10.1056/NEJM197812072992312.","Thier SO","N Engl J Med","1978","1978/12/07","","","10.1056/NEJM197812072992312"
"714098","Coronary spasm and acute myocardial infarction--new possibility for treatment and prevention","Braunwald E.","N Engl J Med. 1978 Dec 7;299(23):1301-3. doi: 10.1056/NEJM197812072992309.","Braunwald E","N Engl J Med","1978","1978/12/07","","","10.1056/NEJM197812072992309"
"714097","Case records of the Massachusetts General Hospital. Weekly clinicopathological exercises. Case 48-1978","","N Engl J Med. 1978 Dec 7;299(23):1294-300. doi: 10.1056/NEJM197812072992308.","","N Engl J Med","1978","1978/12/07","","","10.1056/NEJM197812072992308"
"714096","""Magnification phenomenon"" in chronic renal disease","Bricker NS, Fine LG, Kaplan M, Epstein M, Bourgoignie JJ, Light A.","N Engl J Med. 1978 Dec 7;299(23):1287-93. doi: 10.1056/NEJM197812072992307.","Bricker NS","N Engl J Med","1978","1978/12/07","","","10.1056/NEJM197812072992307"
"714095","Coronary vasospasm as a possible cause of myocardial infarction. A conclusion derived from the study of ""preinfarction"" angina","Maseri A, L'Abbate A, Baroldi G, Chierchia S, Marzilli M, Ballestra AM, Severi S, Parodi O, Biagini A, Distante A, Pesola A.","N Engl J Med. 1978 Dec 7;299(23):1271-7. doi: 10.1056/NEJM197812072992303.","Maseri A","N Engl J Med","1978","1978/12/07","","","10.1056/NEJM197812072992303"
"362201","What you always wanted to know about the Howard Hughes Medical Institute but were afraid to ask","Relman AS.","N Engl J Med. 1978 Dec 7;299(23):1303-5. doi: 10.1056/NEJM197812072992310.","Relman AS","N Engl J Med","1978","1978/12/07","","","10.1056/NEJM197812072992310"
"362200","Howard Hughes Medical Institute","Thorn GW.","N Engl J Med. 1978 Dec 7;299(23):1278-80. doi: 10.1056/NEJM197812072992304.","Thorn GW","N Engl J Med","1978","1978/12/07","","","10.1056/NEJM197812072992304"
"309555","Prognostic value of immunologic markers in adults with acute lymphoblastic leukemia","Bitran JD.","N Engl J Med. 1978 Dec 7;299(23):1317. doi: 10.1056/nejm197812072992321.","Bitran JD","N Engl J Med","1978","1978/12/07","","","10.1056/nejm197812072992321"
"213714","Cytomegalovirus viremia and bacteremia in renal-allograft recipients","Braun WE.","N Engl J Med. 1978 Dec 7;299(23):1318-9.","Braun WE","N Engl J Med","1978","1978/12/07","","",""
"213713","By the London post. The stigma of mental illness--smallpox tragedy--an expedition to Bath","Lister J.","N Engl J Med. 1978 Dec 7;299(23):1284-6. doi: 10.1056/NEJM197812072992306.","Lister J","N Engl J Med","1978","1978/12/07","","","10.1056/NEJM197812072992306"
"213712","Rapid diagnosis of cytomegalovirus infection in infants by electron microscopy","Lee FK, Nahmias AJ, Stagno S.","N Engl J Med. 1978 Dec 7;299(23):1266-70. doi: 10.1056/NEJM197812072992302.","Lee FK","N Engl J Med","1978","1978/12/07","","","10.1056/NEJM197812072992302"
"101844","The suppressor-cell network in cancer (first of two parts)","Broder S, Waldmann TA.","N Engl J Med. 1978 Dec 7;299(23):1281-4. doi: 10.1056/NEJM197812072992305.","Broder S","N Engl J Med","1978","1978/12/07","","","10.1056/NEJM197812072992305"
"101843","Advanced ovarian adenocarcinoma. A prospective clinical trial of melphalan (L-PAM) versus combination chemotherapy","Young RC, Chabner BA, Hubbard SP, Fisher RI, Bender RA, Anderson T, Simon RM, Canellos GP, DeVita VT Jr.","N Engl J Med. 1978 Dec 7;299(23):1261-6. doi: 10.1056/NEJM197812072992301.","Young RC","N Engl J Med","1978","1978/12/07","","","10.1056/NEJM197812072992301"
"30898","Febrile reactions to pneumococcal vaccine","Uhl G, Farber J, Moench T, Friday K, Light RT.","N Engl J Med. 1978 Dec 7;299(23):1318. doi: 10.1056/NEJM197812072992324.","Uhl G","N Engl J Med","1978","1978/12/07","","","10.1056/NEJM197812072992324"
"30897","Impaired response to pneumococcal vaccine in Hodgkin's disease","Cadman E, Cohen MS, Root RK, Ryan JL, Minor DR.","N Engl J Med. 1978 Dec 7;299(23):1317-8. doi: 10.1056/NEJM197812072992322.","Cadman E","N Engl J Med","1978","1978/12/07","","","10.1056/NEJM197812072992322"
"714094","Psychiatric care by foreign medical graduates","Sedlis A, Sedlis E.","N Engl J Med. 1978 Nov 30;299(22):1258-9. doi: 10.1056/nejm197811302992223.","Sedlis A","N Engl J Med","1978","1978/11/30","","","10.1056/nejm197811302992223"
"714093","Gene mapping in thalassemia","Mears JG, Ramirez F, Leibowitz D, Bank A.","N Engl J Med. 1978 Nov 30;299(22):1258. doi: 10.1056/NEJM197811302992222.","Mears JG","N Engl J Med","1978","1978/11/30","","","10.1056/NEJM197811302992222"
"714092","Is cardiac electrophysiologic study necessary?","Weisberger CL.","N Engl J Med. 1978 Nov 30;299(22):1257.","Weisberger CL","N Engl J Med","1978","1978/11/30","","",""
"714091","Sudden death in bundle-branch block","","N Engl J Med. 1978 Nov 30;299(22):1256-7. doi: 10.1056/NEJM197811302992219.","","N Engl J Med","1978","1978/11/30","","","10.1056/NEJM197811302992219"
"714090","Demonstration of giardia in duodenal fluid by scanning electron microscopy","Albrecht RM, Borzy M, Odell GB, Whitington P, Horowitz SD.","N Engl J Med. 1978 Nov 30;299(22):1255-6. doi: 10.1056/nejm197811302992218.","Albrecht RM","N Engl J Med","1978","1978/11/30","","","10.1056/nejm197811302992218"
"714089","Legionnaires' disease and other causes of intra-alveolar pulmonary fibrosis","Pratt PC, Crapo JD.","N Engl J Med. 1978 Nov 30;299(22):1255. doi: 10.1056/NEJM197811302992217.","Pratt PC","N Engl J Med","1978","1978/11/30","","","10.1056/NEJM197811302992217"
"714088","Hepatitis B immune globulin","","N Engl J Med. 1978 Nov 30;299(22):1254. doi: 10.1056/NEJM197811302992216.","","N Engl J Med","1978","1978/11/30","","","10.1056/NEJM197811302992216"
"714087","Correlation of the hepatitis B surface and e antigens","Chien DY, Vyas GN.","N Engl J Med. 1978 Nov 30;299(22):1253-4. doi: 10.1056/nejm197811302992215.","Chien DY","N Engl J Med","1978","1978/11/30","","","10.1056/nejm197811302992215"
"714086","Hair dyes and breast cancer","Burnett CM, Menkart J.","N Engl J Med. 1978 Nov 30;299(22):1253. doi: 10.1056/NEJM197811302992214.","Burnett CM","N Engl J Med","1978","1978/11/30","","","10.1056/NEJM197811302992214"
"714085","Partial splenectomy in staging for Hodgkin's disease","Strauch GO.","N Engl J Med. 1978 Nov 30;299(22):1252. doi: 10.1056/nejm197811302992212.","Strauch GO","N Engl J Med","1978","1978/11/30","","","10.1056/nejm197811302992212"
"714084","Calcitonin secretion by a pancreatic somatostatinoma","Galmiche JP, Colin R, DuBois PM, Chayvialle JA, Descos F, Paulin C, Geffroy Y.","N Engl J Med. 1978 Nov 30;299(22):1252. doi: 10.1056/NEJM197811302992213.","Galmiche JP","N Engl J Med","1978","1978/11/30","","","10.1056/NEJM197811302992213"
"714083","Sounding board. The specter of decrepitude","Schwartz TB.","N Engl J Med. 1978 Nov 30;299(22):1248-9. doi: 10.1056/NEJM197811302992210.","Schwartz TB","N Engl J Med","1978","1978/11/30","","","10.1056/NEJM197811302992210"
"714082","The management of Hodgkin's disease","Rosenberg SA.","N Engl J Med. 1978 Nov 30;299(22):1246-7. doi: 10.1056/NEJM197811302992209.","Rosenberg SA","N Engl J Med","1978","1978/11/30","","","10.1056/NEJM197811302992209"
"714081","Case records of the Massachusetts General Hospital. Weekly clinicopathological exercises. Case 47-1978","","N Engl J Med. 1978 Nov 30;299(22):1237-45. doi: 10.1056/NEJM197811302992208.","","N Engl J Med","1978","1978/11/30","","","10.1056/NEJM197811302992208"
"714080","Antibodies to type II collagen in relapsing polychondritis","Foidart JM, Abe S, Martin GR, Zizic TM, Barnett EV, Lawley TJ, Katz SI.","N Engl J Med. 1978 Nov 30;299(22):1203-7. doi: 10.1056/NEJM197811302992202.","Foidart JM","N Engl J Med","1978","1978/11/30","","","10.1056/NEJM197811302992202"
"581393","Retrolental fibroplasia in full-term infants","Altman B.","N Engl J Med. 1978 Nov 30;299(22):1257-8. doi: 10.1056/NEJM197811302992220.","Altman B","N Engl J Med","1978","1978/11/30","","","10.1056/NEJM197811302992220"
"568719","Amnesty International charges repression of physicians in Argentina","Berger PB.","N Engl J Med. 1978 Nov 30;299(22):1259. doi: 10.1056/NEJM197811302992225.","Berger PB","N Engl J Med","1978","1978/11/30","","","10.1056/NEJM197811302992225"
"362199","The staging and treatment of Hodgkin's disease","Aisenberg AC.","N Engl J Med. 1978 Nov 30;299(22):1228-32. doi: 10.1056/NEJM197811302992206.","Aisenberg AC","N Engl J Med","1978","1978/11/30","","","10.1056/NEJM197811302992206"
"362198","Risk factors for the development of cholelithiasis in man (second of two parts)","Bennion LJ, Grundy SM.","N Engl J Med. 1978 Nov 30;299(22):1221-7. doi: 10.1056/NEJM197811302992205.","Bennion LJ","N Engl J Med","1978","1978/11/30","","","10.1056/NEJM197811302992205"
"362197","Treatment of chronic oral candidiasis with clotrimazole troches. A controlled clinical trial","Kirkpatrick CH, Alling DW.","N Engl J Med. 1978 Nov 30;299(22):1201-3. doi: 10.1056/NEJM197811302992201.","Kirkpatrick CH","N Engl J Med","1978","1978/11/30","","","10.1056/NEJM197811302992201"
"309554","Evidence that the malignant lymphoma of Sjögren's syndrome is a monoclonal B-cell neoplasm","Zulman J, Jaffe R, Talal N.","N Engl J Med. 1978 Nov 30;299(22):1215-20. doi: 10.1056/NEJM197811302992204.","Zulman J","N Engl J Med","1978","1978/11/30","","","10.1056/NEJM197811302992204"
"213711","Plasma high-density lipoproteins","Tall AR, Small DM.","N Engl J Med. 1978 Nov 30;299(22):1232-6. doi: 10.1056/NEJM197811302992207.","Tall AR","N Engl J Med","1978","1978/11/30","","","10.1056/NEJM197811302992207"
"101842","Controlling hospital costs in Massachusetts","Fielding JE, Weiner S.","N Engl J Med. 1978 Nov 30;299(22):1249-51. doi: 10.1056/NEJM197811302992211.","Fielding JE","N Engl J Med","1978","1978/11/30","","","10.1056/NEJM197811302992211"
"101841","Exogenous immunoglobulin and the macrophage origin of Reed-Sternberg cells in Hodgkin's disease","Kadin ME, Stites DP, Levy R, Warnke R.","N Engl J Med. 1978 Nov 30;299(22):1208-14. doi: 10.1056/NEJM197811302992203.","Kadin ME","N Engl J Med","1978","1978/11/30","","","10.1056/NEJM197811302992203"
"703816","Washington Report. Health ""reform"": Massacre on Capitol Hill","Greenberg DS.","N Engl J Med. 1978 Nov 23;299(21):1199-200. doi: 10.1056/NEJM197811232992125.","Greenberg DS","N Engl J Med","1978","1978/11/23","","","10.1056/NEJM197811232992125"
"703815","Performance of ""fifth pathway"" students","","N Engl J Med. 1978 Nov 23;299(21):1196. doi: 10.1056/NEJM197811232992121.","","N Engl J Med","1978","1978/11/23","","","10.1056/NEJM197811232992121"
"703814","More on racquetball risks","","N Engl J Med. 1978 Nov 23;299(21):1195.","","N Engl J Med","1978","1978/11/23","","",""
"703813","More on pertussis vaccine","Stewart GT.","N Engl J Med. 1978 Nov 23;299(21):1194-5. doi: 10.1056/NEJM197811232992117.","Stewart GT","N Engl J Med","1978","1978/11/23","","","10.1056/NEJM197811232992117"
"703812","Prevention of exercise-induced asthma","","N Engl J Med. 1978 Nov 23;299(21):1193-4. doi: 10.1056/NEJM197811232992116.","","N Engl J Med","1978","1978/11/23","","","10.1056/NEJM197811232992116"
"703811","""Pseudo-pseudothrombophlebitis"": ruptured popliteal cyst with deep venous thrombosis","Prescott SM, Pearl JE, Tikoff G.","N Engl J Med. 1978 Nov 23;299(21):1192-3.","Prescott SM","N Engl J Med","1978","1978/11/23","","",""
"703810","Low hematocrits during basic training: athlete's anemia?","","N Engl J Med. 1978 Nov 23;299(21):1191-2. doi: 10.1056/nejm197811232992113.","","N Engl J Med","1978","1978/11/23","","","10.1056/nejm197811232992113"
"703809","Breast self-examination","","N Engl J Med. 1978 Nov 23;299(21):1190-1. doi: 10.1056/NEJM197811232992111.","","N Engl J Med","1978","1978/11/23","","","10.1056/NEJM197811232992111"
"703808","Psychoendocrinology of the menstrual cycle","Rose RM.","N Engl J Med. 1978 Nov 23;299(21):1186-7. doi: 10.1056/NEJM197811232992109.","Rose RM","N Engl J Med","1978","1978/11/23","","","10.1056/NEJM197811232992109"
"703807","Case records of the Massachusetts General Hospital. Weekly clinicopathological exercises. Case 46-1978","","N Engl J Med. 1978 Nov 23;299(21):1179-85. doi: 10.1056/NEJM197811232992108.","","N Engl J Med","1978","1978/11/23","","","10.1056/NEJM197811232992108"
"703806","Tricyclic antidepressants (second of two parts)","Hollister LE.","N Engl J Med. 1978 Nov 23;299(21):1168-72. doi: 10.1056/NEJM197811232992105.","Hollister LE","N Engl J Med","1978","1978/11/23","","","10.1056/NEJM197811232992105"
"703805","Rise in female-initiated sexual activity at ovulation and its suppression by oral contraceptives","Adams DB, Gold AR, Burt AD.","N Engl J Med. 1978 Nov 23;299(21):1145-50. doi: 10.1056/NEJM197811232992101.","Adams DB","N Engl J Med","1978","1978/11/23","","","10.1056/NEJM197811232992101"
"360072","Professional directories","","N Engl J Med. 1978 Nov 23;299(21):1197. doi: 10.1056/NEJM197811232992122.","","N Engl J Med","1978","1978/11/23","","","10.1056/NEJM197811232992122"
"360071","The burden of end-stage renal disease","","N Engl J Med. 1978 Nov 23;299(21):1195. doi: 10.1056/NEJM197811232992118.","","N Engl J Med","1978","1978/11/23","","","10.1056/NEJM197811232992118"
"360070","Changing diagnosis codes","Farseth PH.","N Engl J Med. 1978 Nov 23;299(21):1187-90. doi: 10.1056/NEJM197811232992110.","Farseth PH","N Engl J Med","1978","1978/11/23","","","10.1056/NEJM197811232992110"
"360069","Participation of lysosomes in atherosclerosis","Wolinsky H, Fowler S.","N Engl J Med. 1978 Nov 23;299(21):1173-8. doi: 10.1056/NEJM197811232992107.","Wolinsky H","N Engl J Med","1978","1978/11/23","","","10.1056/NEJM197811232992107"
"360068","Diagnosis of Legionnaires' disease from transtracheal aspirate by direct fluorescent-antibody staining and isolation of the bacterium","Lattimer GL, McCrone C, Galgon J.","N Engl J Med. 1978 Nov 23;299(21):1172-3. doi: 10.1056/NEJM197811232992106.","Lattimer GL","N Engl J Med","1978","1978/11/23","","","10.1056/NEJM197811232992106"
"360067","Risk factors for the development of cholelithiasis in man (first of two parts)","Bennion LJ, Grundy SM.","N Engl J Med. 1978 Nov 23;299(21):1161-7. doi: 10.1056/NEJM197811232992104.","Bennion LJ","N Engl J Med","1978","1978/11/23","","","10.1056/NEJM197811232992104"
"309096","B-cell differentiation in immunodeficiency","Matuchansky C.","N Engl J Med. 1978 Nov 23;299(21):1192. doi: 10.1056/NEJM197811232992115.","Matuchansky C","N Engl J Med","1978","1978/11/23","","","10.1056/NEJM197811232992115"
"309095","Treatment of diffuse proliferative lupus nephritis with prednisone and combined prednisone and cyclophosphamide","Donadio JV Jr, Holley KE, Ferguson RH, Ilstrup DM.","N Engl J Med. 1978 Nov 23;299(21):1151-5. doi: 10.1056/NEJM197811232992102.","Donadio JV Jr","N Engl J Med","1978","1978/11/23","","","10.1056/NEJM197811232992102"
"212679","Islet-cell surface antibodies in a patient with diabetes mellitus after rodenticide ingestion","Karam JH, Prosser PR, Lewitt PA.","N Engl J Med. 1978 Nov 23;299(21):1191. doi: 10.1056/NEJM197811232992112.","Karam JH","N Engl J Med","1978","1978/11/23","","","10.1056/NEJM197811232992112"
"212678","Epidemiology of human rotavirus Types 1 and 2 as studied by enzyme-linked immunosorbent assay","Yolken RH, Wyatt RG, Zissis G, Brandt CD, Rodriguez WJ, Kim HW, Parrott RH, Urrutia JJ, Mata L, Greenberg HB, Kapikian AZ, Chanock RM.","N Engl J Med. 1978 Nov 23;299(21):1156-61. doi: 10.1056/NEJM197811232992103.","Yolken RH","N Engl J Med","1978","1978/11/23","","","10.1056/NEJM197811232992103"
"703804","Journals as filters or sponges","Majerus PW.","N Engl J Med. 1978 Nov 16;299(20):1139. doi: 10.1056/NEJM197811162992027.","Majerus PW","N Engl J Med","1978","1978/11/16","","","10.1056/NEJM197811162992027"
"703803","Nurse practitioners and malpractice","Foster JT.","N Engl J Med. 1978 Nov 16;299(20):1138.","Foster JT","N Engl J Med","1978","1978/11/16","","",""
"703802","Is the naval navel artifact really novel?","Schwarz GS.","N Engl J Med. 1978 Nov 16;299(20):1138. doi: 10.1056/nejm197811162992022.","Schwarz GS","N Engl J Med","1978","1978/11/16","","","10.1056/nejm197811162992022"
"703801","Do patients want to be told?","Blumenfield M, Levy NB, Kaufman D.","N Engl J Med. 1978 Nov 16;299(20):1138. doi: 10.1056/NEJM197811162992024.","Blumenfield M","N Engl J Med","1978","1978/11/16","","","10.1056/NEJM197811162992024"
"703800","Jalaproctitis","Diehl AK, Bauer RL.","N Engl J Med. 1978 Nov 16;299(20):1137-8. doi: 10.1056/nejm197811162992021.","Diehl AK","N Engl J Med","1978","1978/11/16","","","10.1056/nejm197811162992021"
"703799","Cystic fibrosis in adults","Gordeuk V, Keeports R, Rexrode W.","N Engl J Med. 1978 Nov 16;299(20):1137. doi: 10.1056/nejm197811162992018.","Gordeuk V","N Engl J Med","1978","1978/11/16","","","10.1056/nejm197811162992018"
"703798","Blood pressure in coffee drinkers","Williamson MR.","N Engl J Med. 1978 Nov 16;299(20):1137. doi: 10.1056/nejm197811162992019.","Williamson MR","N Engl J Med","1978","1978/11/16","","","10.1056/nejm197811162992019"
"703797","Immunotherapy in hypersensitivity to insects","","N Engl J Med. 1978 Nov 16;299(20):1135-6. doi: 10.1056/NEJM197811162992017.","","N Engl J Med","1978","1978/11/16","","","10.1056/NEJM197811162992017"
