PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"1820772","Goya's living skeleton","Park RH, Park MP.","BMJ. 1991 Dec 21-28;303(6817):1594-6. doi: 10.1136/bmj.303.6817.1594.","Park RH","BMJ","1991","1991/12/21","PMC1676240","","10.1136/bmj.303.6817.1594"
"1954415","London's health service","Beardshaw V.","BMJ. 1991 Oct 19;303(6808):939-40. doi: 10.1136/bmj.303.6808.939.","Beardshaw V","BMJ","1991","1991/10/19","PMC1671320","","10.1136/bmj.303.6808.939"
"1954414","The right to know","McLaren P.","BMJ. 1991 Oct 19;303(6808):937-8. doi: 10.1136/bmj.303.6808.937.","McLaren P","BMJ","1991","1991/10/19","PMC1671386","","10.1136/bmj.303.6808.937"
"1954413","The rise and fall of chorionic villus sampling","Lilford RJ.","BMJ. 1991 Oct 19;303(6808):936-7. doi: 10.1136/bmj.303.6808.936.","Lilford RJ","BMJ","1991","1991/10/19","PMC1671348","","10.1136/bmj.303.6808.936"
"1954412","When we sneeze, does the immune system catch a cold?","Openshaw PJ.","BMJ. 1991 Oct 19;303(6808):935-6. doi: 10.1136/bmj.303.6808.935.","Openshaw PJ","BMJ","1991","1991/10/19","PMC1671377","","10.1136/bmj.303.6808.935"
"1812871","Vocational training in general practice","Heather J.","BMJ. 1991 Oct 19;303(6808):996. doi: 10.1136/bmj.303.6808.996-b.","Heather J","BMJ","1991","1991/10/19","PMC1671328","","10.1136/bmj.303.6808.996-b"
"1812870","Measurement of central venous pressure","Amoroso P.","BMJ. 1991 Oct 19;303(6808):994. doi: 10.1136/bmj.303.6808.994-b.","Amoroso P","BMJ","1991","1991/10/19","PMC1671360","","10.1136/bmj.303.6808.994-b"
"1812869","Urethral stricture after cardiac surgery","Dinneen MD.","BMJ. 1991 Oct 19;303(6808):991. doi: 10.1136/bmj.303.6808.991-b.","Dinneen MD","BMJ","1991","1991/10/19","PMC1671330","","10.1136/bmj.303.6808.991-b"
"1812868","Guidelines for doctors with HIV infection","","BMJ. 1991 Oct 19;303(6808):990-1. doi: 10.1136/bmj.303.6808.990-a.","","BMJ","1991","1991/10/19","PMC1671379","","10.1136/bmj.303.6808.990-a"
"1755876","Adolescent smokers seen in general practice: health, lifestyle, physical measurements, and response to antismoking advice","Townsend J, Wilkes H, Haines A, Jarvis M.","BMJ. 1991 Oct 19;303(6808):947-50. doi: 10.1136/bmj.303.6808.947.","Townsend J","BMJ","1991","1991/10/19","PMC1671366","","10.1136/bmj.303.6808.947"
"1720063","Aprotinin and cardiac surgery","","BMJ. 1991 Oct 19;303(6808):991-2.","","BMJ","1991","1991/10/19","PMC1671369","",""
"1720062","Ion channels: this year's Nobel prize in physiology or medicine","Colquhoun D.","BMJ. 1991 Oct 19;303(6808):938-9. doi: 10.1136/bmj.303.6808.938.","Colquhoun D","BMJ","1991","1991/10/19","PMC1671355","","10.1136/bmj.303.6808.938"
"1933021","Consultants in communicable disease control","","BMJ. 1991 Oct 12;303(6807):926-7. doi: 10.1136/bmj.303.6807.926-c.","","BMJ","1991","1991/10/12","PMC1671236","","10.1136/bmj.303.6807.926-c"
"1933020","Health of the nation","Avery JG.","BMJ. 1991 Oct 12;303(6807):926. doi: 10.1136/bmj.303.6807.926-a.","Avery JG","BMJ","1991","1991/10/12","PMC1671229","","10.1136/bmj.303.6807.926-a"
"1933019","Taxation of alcoholic beverages","Gordon L.","BMJ. 1991 Oct 12;303(6807):925-6. doi: 10.1136/bmj.303.6807.925-c.","Gordon L","BMJ","1991","1991/10/12","PMC1671209","","10.1136/bmj.303.6807.925-c"
"1933018","Pyoderma gangrenosum","McDonagh AJ, Cork MJ, Harrington CI.","BMJ. 1991 Oct 12;303(6807):925. doi: 10.1136/bmj.303.6807.925-a.","McDonagh AJ","BMJ","1991","1991/10/12","PMC1671195","","10.1136/bmj.303.6807.925-a"
"1933017","Adenoma screening and colorectal cancer","Williams CB, Talbot IC, Atkin WS.","BMJ. 1991 Oct 12;303(6807):925. doi: 10.1136/bmj.303.6807.925.","Williams CB","BMJ","1991","1991/10/12","PMC1671188","","10.1136/bmj.303.6807.925"
"1933016","Pneumothorax after fine needle aspiration of the breast","","BMJ. 1991 Oct 12;303(6807):924. doi: 10.1136/bmj.303.6807.924.","","BMJ","1991","1991/10/12","PMC1671207","","10.1136/bmj.303.6807.924"
"1933015","Blood pressure and myocardial infarction","Simpson LO.","BMJ. 1991 Oct 12;303(6807):924. doi: 10.1136/bmj.303.6807.924-c.","Simpson LO","BMJ","1991","1991/10/12","PMC1671222","","10.1136/bmj.303.6807.924-c"
"1933014","Orthopaedic surgeons and thromboprophylaxis","","BMJ. 1991 Oct 12;303(6807):923. doi: 10.1136/bmj.303.6807.923.","","BMJ","1991","1991/10/12","PMC1671228","","10.1136/bmj.303.6807.923"
"1933013","Accidental ingestion of methadone","Molyneux E, Ahern R, Baldwin B.","BMJ. 1991 Oct 12;303(6807):922-3. doi: 10.1136/bmj.303.6807.922-a.","Molyneux E","BMJ","1991","1991/10/12","PMC1671198","","10.1136/bmj.303.6807.922-a"
"1933012","Preventing osteoporosis","","BMJ. 1991 Oct 12;303(6807):920-2.","","BMJ","1991","1991/10/12","PMC1671204","",""
"1933011","Manpower and hours of work agreements are complementary","Miller PD.","BMJ. 1991 Oct 12;303(6807):916-8. doi: 10.1136/bmj.303.6807.916.","Miller PD","BMJ","1991","1991/10/12","PMC1671187","","10.1136/bmj.303.6807.916"
"1933010","ABC of vascular diseases. Raynaud's syndrome and similar conditions","Grigg MH, Wolfe JH.","BMJ. 1991 Oct 12;303(6807):913-6. doi: 10.1136/bmj.303.6807.913.","Grigg MH","BMJ","1991","1991/10/12","PMC1671233","","10.1136/bmj.303.6807.913"
"1933009","Exercise","Dargie HJ, Grant S.","BMJ. 1991 Oct 12;303(6807):910-2. doi: 10.1136/bmj.303.6807.910.","Dargie HJ","BMJ","1991","1991/10/12","PMC1671231","","10.1136/bmj.303.6807.910"
"1933008","Work related disease and injuries","Harrington JM.","BMJ. 1991 Oct 12;303(6807):908-10. doi: 10.1136/bmj.303.6807.908.","Harrington JM","BMJ","1991","1991/10/12","PMC1671225","","10.1136/bmj.303.6807.908"
"1933007","Budget holding: the first 150 days in Calverton","Bain J.","BMJ. 1991 Oct 12;303(6807):907-8. doi: 10.1136/bmj.303.6807.907.","Bain J","BMJ","1991","1991/10/12","PMC1671223","","10.1136/bmj.303.6807.907"
"1933006","Quality and health care in Sweden","Reizenstein P.","BMJ. 1991 Oct 12;303(6807):900-2. doi: 10.1136/bmj.303.6807.900.","Reizenstein P","BMJ","1991","1991/10/12","PMC1671199","","10.1136/bmj.303.6807.900"
"1933005","Is necropsy a valid monitor of clinical diagnosis performance?","Saracci R.","BMJ. 1991 Oct 12;303(6807):898-900. doi: 10.1136/bmj.303.6807.898.","Saracci R","BMJ","1991","1991/10/12","PMC1671185","","10.1136/bmj.303.6807.898"
"1933004","Risk of fatal coronary heart disease in familial hypercholesterolaemia. Scientific Steering Committee on behalf of the Simon Broome Register Group","","BMJ. 1991 Oct 12;303(6807):893-6. doi: 10.1136/bmj.303.6807.893.","","BMJ","1991","1991/10/12","PMC1671226","","10.1136/bmj.303.6807.893"
"1933003","Mortality from causes amenable and non-amenable to medical care: the experience of eastern Europe","Boys RJ, Forster DP, Józan P.","BMJ. 1991 Oct 12;303(6807):879-83. doi: 10.1136/bmj.303.6807.879.","Boys RJ","BMJ","1991","1991/10/12","PMC1671237","","10.1136/bmj.303.6807.879"
"1933002","Monkey business over AIDS vaccine","Weiss R.","BMJ. 1991 Oct 12;303(6807):872. doi: 10.1136/bmj.303.6807.872.","Weiss R","BMJ","1991","1991/10/12","PMC1671215","","10.1136/bmj.303.6807.872"
"1933001","Corticosteroids and tuberculosis","Allen MB, Cooke NJ.","BMJ. 1991 Oct 12;303(6807):871-2. doi: 10.1136/bmj.303.6807.871.","Allen MB","BMJ","1991","1991/10/12","PMC1671221","","10.1136/bmj.303.6807.871"
"1933000","Anaesthetics and elderly patients","Davenport HT.","BMJ. 1991 Oct 12;303(6807):870-1. doi: 10.1136/bmj.303.6807.870.","Davenport HT","BMJ","1991","1991/10/12","PMC1671217","","10.1136/bmj.303.6807.870"
"1932999","Aging and rationing","Evans JG.","BMJ. 1991 Oct 12;303(6807):869-70. doi: 10.1136/bmj.303.6807.869.","Evans JG","BMJ","1991","1991/10/12","PMC1671212","","10.1136/bmj.303.6807.869"
"1932998","Doctors and the Children Act","Tuke J.","BMJ. 1991 Oct 12;303(6807):868-9. doi: 10.1136/bmj.303.6807.868.","Tuke J","BMJ","1991","1991/10/12","PMC1671205","","10.1136/bmj.303.6807.868"
"1932997","Society, health, and the NHS","Klein R.","BMJ. 1991 Oct 12;303(6807):867-8. doi: 10.1136/bmj.303.6807.867.","Klein R","BMJ","1991","1991/10/12","PMC1671197","","10.1136/bmj.303.6807.867"
"1834292","Surgeons and hepatitis B","Gough MH, Ribeiro BF.","BMJ. 1991 Oct 12;303(6807):925. doi: 10.1136/bmj.303.6807.925-b.","Gough MH","BMJ","1991","1991/10/12","PMC1671201","","10.1136/bmj.303.6807.925-b"
"1834291","Chemotherapy in advanced ovarian cancer: an overview of randomised clinical trials. Advanced Ovarian Cancer Trialists Group","","BMJ. 1991 Oct 12;303(6807):884-93. doi: 10.1136/bmj.303.6807.884.","","BMJ","1991","1991/10/12","PMC1671193","","10.1136/bmj.303.6807.884"
"1809265","A testing time for doctors: counselling patients before an HIV test","Bor R, Miller R, Johnson M.","BMJ. 1991 Oct 12;303(6807):905-7. doi: 10.1136/bmj.303.6807.905.","Bor R","BMJ","1991","1991/10/12","PMC1671216","","10.1136/bmj.303.6807.905"
"1789851","Improving survival after large bowel cancer","Whitaker S.","BMJ. 1991 Oct 12;303(6807):924-5. doi: 10.1136/bmj.303.6807.924-d.","Whitaker S","BMJ","1991","1991/10/12","PMC1671224","","10.1136/bmj.303.6807.924-d"
"1657260","Comparison between community drug teams with and without inbuilt medical services","Strang J, Donmall M, Webster A, Tantam D.","BMJ. 1991 Oct 12;303(6807):897. doi: 10.1136/bmj.303.6807.897.","Strang J","BMJ","1991","1991/10/12","PMC1671242","","10.1136/bmj.303.6807.897"
"1932996","Payment for drugs","Thomas P.","BMJ. 1991 Oct 5;303(6806):858. doi: 10.1136/bmj.303.6806.858-b.","Thomas P","BMJ","1991","1991/10/05","PMC1671152","","10.1136/bmj.303.6806.858-b"
"1932995","Nursing: an intellectual activity","","BMJ. 1991 Oct 5;303(6806):858.","","BMJ","1991","1991/10/05","PMC1671148","",""
"1932994","Fellowship of the RCGP by assessment","Gray DP.","BMJ. 1991 Oct 5;303(6806):858. doi: 10.1136/bmj.303.6806.858-c.","Gray DP","BMJ","1991","1991/10/05","PMC1671123","","10.1136/bmj.303.6806.858-c"
"1932993","Mandatory assessment of patients aged over 75","Thompson MK.","BMJ. 1991 Oct 5;303(6806):857. doi: 10.1136/bmj.303.6806.857-a.","Thompson MK","BMJ","1991","1991/10/05","PMC1671134","","10.1136/bmj.303.6806.857-a"
"1932992","Deprivation indices","Radford J, Campbell D.","BMJ. 1991 Oct 5;303(6806):857. doi: 10.1136/bmj.303.6806.857.","Radford J","BMJ","1991","1991/10/05","PMC1671163","","10.1136/bmj.303.6806.857"
"1932991","Treating bony metastases","Baughan C.","BMJ. 1991 Oct 5;303(6806):856. doi: 10.1136/bmj.303.6806.856-a.","Baughan C","BMJ","1991","1991/10/05","PMC1671147","","10.1136/bmj.303.6806.856-a"
"1932990","Pain after subcutaneous injection of erythropoietin","Lui SF, Leung CB, Li PK, Lai KN.","BMJ. 1991 Oct 5;303(6806):856. doi: 10.1136/bmj.303.6806.856.","Lui SF","BMJ","1991","1991/10/05","PMC1671180","","10.1136/bmj.303.6806.856"
"1932989","Advances in cell kinetics","Williamson KE, Hamilton PW, Grimes J, Gilliland R.","BMJ. 1991 Oct 5;303(6806):855-6. doi: 10.1136/bmj.303.6806.855-c.","Williamson KE","BMJ","1991","1991/10/05","PMC1671166","","10.1136/bmj.303.6806.855-c"
"1932988","Gas gangrene","Mercer N, Davies DM.","BMJ. 1991 Oct 5;303(6806):854-5. doi: 10.1136/bmj.303.6806.854-b.","Mercer N","BMJ","1991","1991/10/05","PMC1671145","","10.1136/bmj.303.6806.854-b"
"1932987","Post-traumatic stress disorders","Linehan TP.","BMJ. 1991 Oct 5;303(6806):854. doi: 10.1136/bmj.303.6806.854-a.","Linehan TP","BMJ","1991","1991/10/05","PMC1671174","","10.1136/bmj.303.6806.854-a"
"1932986","Not research and development","Madhok R, Green S, Thomson RG, Mordue A.","BMJ. 1991 Oct 5;303(6806):854. doi: 10.1136/bmj.303.6806.854.","Madhok R","BMJ","1991","1991/10/05","PMC1671138","","10.1136/bmj.303.6806.854"
"1932985","Computers in audit: servants or sirens?","Crombie IK, Davies HT.","BMJ. 1991 Oct 5;303(6806):853-4. doi: 10.1136/bmj.303.6806.853-a.","Crombie IK","BMJ","1991","1991/10/05","PMC1671119","","10.1136/bmj.303.6806.853-a"
"1932984","Papaveretum in women of childbearing potential","Sneyd JR.","BMJ. 1991 Oct 5;303(6806):852. doi: 10.1136/bmj.303.6806.852-a.","Sneyd JR","BMJ","1991","1991/10/05","PMC1671135","","10.1136/bmj.303.6806.852-a"
"1932983","Confidentiality taken to the extreme","","BMJ. 1991 Oct 5;303(6806):851-2.","","BMJ","1991","1991/10/05","PMC1671159","",""
"1932982","Omeprazole","","BMJ. 1991 Oct 5;303(6806):850-1.","","BMJ","1991","1991/10/05","PMC1671171","",""
"1932981","ABC of vascular diseases. The young patient with claudication","Reilly DT, Wolfe JH.","BMJ. 1991 Oct 5;303(6806):845-8. doi: 10.1136/bmj.303.6806.845.","Reilly DT","BMJ","1991","1991/10/05","PMC1671128","","10.1136/bmj.303.6806.845"
"1932980","East Birmingham: running faster on the spot","Delamothe T.","BMJ. 1991 Oct 5;303(6806):842-4. doi: 10.1136/bmj.303.6806.842.","Delamothe T","BMJ","1991","1991/10/05","PMC1671151","","10.1136/bmj.303.6806.842"
"1932979","Commitment vital for new deal","Hunter S.","BMJ. 1991 Oct 5;303(6806):840-1. doi: 10.1136/bmj.303.6806.840.","Hunter S","BMJ","1991","1991/10/05","PMC1671120","","10.1136/bmj.303.6806.840"
"1932978","Housing","Lowry S.","BMJ. 1991 Oct 5;303(6806):838-40. doi: 10.1136/bmj.303.6806.838.","Lowry S","BMJ","1991","1991/10/05","PMC1671182","","10.1136/bmj.303.6806.838"
"1932977","Guidelines for management of patients with psoriasis. Workshop of the Research Unit of the Royal College of Physicians of London; Department of Dermatology, University of Glasgow; British Association of Dermatologists","","BMJ. 1991 Oct 5;303(6806):829-35. doi: 10.1136/bmj.303.6806.829.","","BMJ","1991","1991/10/05","PMC1671167","","10.1136/bmj.303.6806.829"
"1932976","General practice as a career","Richards C.","BMJ. 1991 Oct 5;303(6806):827-8. doi: 10.1136/bmj.303.6806.827.","Richards C","BMJ","1991","1991/10/05","PMC1671157","","10.1136/bmj.303.6806.827"
"1932975","Secretor status and heterosexual transmission of HIV","Blackwell CC, James VS, Davidson S, Wyld R, Brettle RP, Robertson RJ, Weir DM.","BMJ. 1991 Oct 5;303(6806):825-6. doi: 10.1136/bmj.303.6806.825-a.","Blackwell CC","BMJ","1991","1991/10/05","PMC1671168","","10.1136/bmj.303.6806.825-a"
"1932974","Thrombocytosis and ischaemic complications in giant cell arteritis","De Keyser J, De Klippel N, Ebinger G.","BMJ. 1991 Oct 5;303(6806):825. doi: 10.1136/bmj.303.6806.825.","De Keyser J","BMJ","1991","1991/10/05","PMC1671131","","10.1136/bmj.303.6806.825"
"1932973","Differential effects of enalapril and atenolol on proteinuria and renal haemodynamics in non-diabetic renal disease","Apperloo AJ, de Zeeuw D, Sluiter HE, de Jong PE.","BMJ. 1991 Oct 5;303(6806):821-4. doi: 10.1136/bmj.303.6806.821.","Apperloo AJ","BMJ","1991","1991/10/05","PMC1671184","","10.1136/bmj.303.6806.821"
"1932972","Mode of delivery after one caesarean section: audit of current practice in a health region","Paterson CM, Saunders NJ.","BMJ. 1991 Oct 5;303(6806):818-21. doi: 10.1136/bmj.303.6806.818.","Paterson CM","BMJ","1991","1991/10/05","PMC1671146","","10.1136/bmj.303.6806.818"
"1932971","Association between secretor status and respiratory viral illness","Raza MW, Blackwell CC, Molyneaux P, James VS, Ogilvie MM, Inglis JM, Weir DM.","BMJ. 1991 Oct 5;303(6806):815-8. doi: 10.1136/bmj.303.6806.815.","Raza MW","BMJ","1991","1991/10/05","PMC1671169","","10.1136/bmj.303.6806.815"
"1932970","Radiographic examination of the lumbar spine in a community hospital: an audit of current practice","Halpin SF, Yeoman L, Dundas DD.","BMJ. 1991 Oct 5;303(6806):813-5. doi: 10.1136/bmj.303.6806.813.","Halpin SF","BMJ","1991","1991/10/05","PMC1671162","","10.1136/bmj.303.6806.813"
"1932969","A multicentre audit of hospital referral for radiological investigation in England and Wales. Royal College of Radiologists Working Party","","BMJ. 1991 Oct 5;303(6806):809-12. doi: 10.1136/bmj.303.6806.809.","","BMJ","1991","1991/10/05","PMC1671126","","10.1136/bmj.303.6806.809"
"1932968","American plan to combat AIDS","Tanne JH.","BMJ. 1991 Oct 5;303(6806):803. doi: 10.1136/bmj.303.6806.803.","Tanne JH","BMJ","1991","1991/10/05","PMC1671178","","10.1136/bmj.303.6806.803"
"1932967","Lies, damned lies, and waiting lists","Yates J.","BMJ. 1991 Oct 5;303(6806):802. doi: 10.1136/bmj.303.6806.802.","Yates J","BMJ","1991","1991/10/05","PMC1671144","","10.1136/bmj.303.6806.802"
"1932966","Verocytotoxin producing Escherichia coli","Brook MG, Bannister BA.","BMJ. 1991 Oct 5;303(6806):800-1. doi: 10.1136/bmj.303.6806.800.","Brook MG","BMJ","1991","1991/10/05","PMC1671176","","10.1136/bmj.303.6806.800"
"1932965","Exogenous surfactants","Hope P.","BMJ. 1991 Oct 5;303(6806):799-800. doi: 10.1136/bmj.303.6806.799.","Hope P","BMJ","1991","1991/10/05","PMC1671143","","10.1136/bmj.303.6806.799"
"1932964","Where is the wisdom...?","Smith R.","BMJ. 1991 Oct 5;303(6806):798-9. doi: 10.1136/bmj.303.6806.798.","Smith R","BMJ","1991","1991/10/05","PMC1671173","","10.1136/bmj.303.6806.798"
"1932963","Guidelines for radiological investigations","Chisholm R.","BMJ. 1991 Oct 5;303(6806):797-8. doi: 10.1136/bmj.303.6806.797.","Chisholm R","BMJ","1991","1991/10/05","PMC1671136","","10.1136/bmj.303.6806.797"
"1834290","DMPA and bone density","Dalton K, Dalton MJ.","BMJ. 1991 Oct 5;303(6806):855. doi: 10.1136/bmj.303.6806.855-b.","Dalton K","BMJ","1991","1991/10/05","PMC1671129","","10.1136/bmj.303.6806.855-b"
"1834289","Physiotherapy exercises and back pain","Koes B, Bouter L, Beckerman H, van der Heijden G, Knipschild P.","BMJ. 1991 Oct 5;303(6806):853. doi: 10.1136/bmj.303.6806.853.","Koes B","BMJ","1991","1991/10/05","PMC1671149","","10.1136/bmj.303.6806.853"
"1789850","Set menus and clinical freedom","Kinnersley P, Owen P, Wilkinson C, Richards J.","BMJ. 1991 Oct 5;303(6806):857-8. doi: 10.1136/bmj.303.6806.857-d.","Kinnersley P","BMJ","1991","1991/10/05","PMC1671175","","10.1136/bmj.303.6806.857-d"
"1789849","Oral rehydration in gastroenteritis","Beattie M, Evans N.","BMJ. 1991 Oct 5;303(6806):855. doi: 10.1136/bmj.303.6806.855-a.","Beattie M","BMJ","1991","1991/10/05","PMC1671156","","10.1136/bmj.303.6806.855-a"
"1789848","From audit to quality and beyond","","BMJ. 1991 Oct 5;303(6806):852-3.","","BMJ","1991","1991/10/05","PMC1671172","",""
"1718513","Strategy for a healthy environment","Godlee F.","BMJ. 1991 Oct 5;303(6806):836-8. doi: 10.1136/bmj.303.6806.836.","Godlee F","BMJ","1991","1991/10/05","PMC1671179","","10.1136/bmj.303.6806.836"
"1833012","Fluoxetine and suicide: a meta-analysis of controlled trials of treatment for depression","Beasley CM Jr, Dornseif BE, Bosomworth JC, Sayler ME, Rampey AH Jr, Heiligenstein JH, Thompson VL, Murphy DJ, Masica DN.","BMJ. 1991 Sep 21;303(6804):685-92. doi: 10.1136/bmj.303.6804.685.","Beasley CM Jr","BMJ","1991","1991/10/01","PMC1670974","","10.1136/bmj.303.6804.685"
"1932962","Warfarin potentiated by proguanil","","BMJ. 1991 Sep 28;303(6805):789.","","BMJ","1991","1991/09/28","PMC1671045","",""
"1932961","Malingerers, vagrants, and extracontractual arrangements","Perry HM, Jones TR, Wright D, Littlepage BN.","BMJ. 1991 Sep 28;303(6805):789. doi: 10.1136/bmj.303.6805.789.","Perry HM","BMJ","1991","1991/09/28","PMC1671036","","10.1136/bmj.303.6805.789"
"1932960","Extracontractual referrals","","BMJ. 1991 Sep 28;303(6805):788-9.","","BMJ","1991","1991/09/28","PMC1671001","",""
"1932959","Home from the war","Seager P.","BMJ. 1991 Sep 28;303(6805):788. doi: 10.1136/bmj.303.6805.788.","Seager P","BMJ","1991","1991/09/28","PMC1670997","","10.1136/bmj.303.6805.788"
"1932958","Inner city psychiatry","James DV, Hamilton LW.","BMJ. 1991 Sep 28;303(6805):787-8. doi: 10.1136/bmj.303.6805.787-c.","James DV","BMJ","1991","1991/09/28","PMC1671042","","10.1136/bmj.303.6805.787-c"
"1932957","Admissions to mental handicap hospitals","Cooke LB.","BMJ. 1991 Sep 28;303(6805):787. doi: 10.1136/bmj.303.6805.787.","Cooke LB","BMJ","1991","1991/09/28","PMC1671022","","10.1136/bmj.303.6805.787"
"1932956","Management training of senior registrars","Christian AJ, Daly BD, Guthrie KA.","BMJ. 1991 Sep 28;303(6805):786-7. doi: 10.1136/bmj.303.6805.786-d.","Christian AJ","BMJ","1991","1991/09/28","PMC1670996","","10.1136/bmj.303.6805.786-d"
"1932955","Soft tissue injuries to the neck","Gargan M, Bannister G.","BMJ. 1991 Sep 28;303(6805):786. doi: 10.1136/bmj.303.6805.786-c.","Gargan M","BMJ","1991","1991/09/28","PMC1670994","","10.1136/bmj.303.6805.786-c"
"1932954","Rapid one step urine tests in early pregnancy","Dalton ME, Price L.","BMJ. 1991 Sep 28;303(6805):786. doi: 10.1136/bmj.303.6805.786.","Dalton ME","BMJ","1991","1991/09/28","PMC1671041","","10.1136/bmj.303.6805.786"
"1932953","Is rheumatoid arthritis an infectious disease?","Adebajo AO.","BMJ. 1991 Sep 28;303(6805):786. doi: 10.1136/bmj.303.6805.786-a.","Adebajo AO","BMJ","1991","1991/09/28","PMC1670985","","10.1136/bmj.303.6805.786-a"
"1932952","Alcohol consumption during pregnancy and infants' development","Florey CD, Taylor DJ.","BMJ. 1991 Sep 28;303(6805):786. doi: 10.1136/bmj.303.6805.786-b.","Florey CD","BMJ","1991","1991/09/28","PMC1670990","","10.1136/bmj.303.6805.786-b"
"1932951","Homeless people and psychiatric care","George S, Westlake L.","BMJ. 1991 Sep 28;303(6805):785. doi: 10.1136/bmj.303.6805.785-a.","George S","BMJ","1991","1991/09/28","PMC1671002","","10.1136/bmj.303.6805.785-a"
"1932950","Domiciliary thrombolytic treatment","Kay CR.","BMJ. 1991 Sep 28;303(6805):784-5. doi: 10.1136/bmj.303.6805.784-d.","Kay CR","BMJ","1991","1991/09/28","PMC1670988","","10.1136/bmj.303.6805.784-d"
"1932949","Skin avulsion during manipulation of fractures","","BMJ. 1991 Sep 28;303(6805):784. doi: 10.1136/bmj.303.6805.784-b.","","BMJ","1991","1991/09/28","PMC1671037","","10.1136/bmj.303.6805.784-b"
"1932948","Zidovudine after exposure to HIV","Rée H.","BMJ. 1991 Sep 28;303(6805):783-4. doi: 10.1136/bmj.303.6805.783-c.","Rée H","BMJ","1991","1991/09/28","PMC1671023","","10.1136/bmj.303.6805.783-c"
"1932947","Sexual behavior in Scottish prisons","Power KG, Markova I, Rowlands A.","BMJ. 1991 Sep 28;303(6805):783. doi: 10.1136/bmj.303.6805.783-b.","Power KG","BMJ","1991","1991/09/28","PMC1671017","","10.1136/bmj.303.6805.783-b"
"1932946","Notification of hepatitis A","White R, Cheesbrough J, Zala D.","BMJ. 1991 Sep 28;303(6805):782-3. doi: 10.1136/bmj.303.6805.782-b.","White R","BMJ","1991","1991/09/28","PMC1670986","","10.1136/bmj.303.6805.782-b"
"1932945","ABC of vascular diseases. Leg ulcers","Gilliland EL, Wolfe JH.","BMJ. 1991 Sep 28;303(6805):776-9. doi: 10.1136/bmj.303.6805.776.","Gilliland EL","BMJ","1991","1991/09/28","PMC1671010","","10.1136/bmj.303.6805.776"
"1932944","Human listeriosis and paté: a possible association","McLauchlin J, Hall SM, Velani SK, Gilbert RJ.","BMJ. 1991 Sep 28;303(6805):773-5. doi: 10.1136/bmj.303.6805.773.","McLauchlin J","BMJ","1991","1991/09/28","PMC1671007","","10.1136/bmj.303.6805.773"
"1932943","Late complications of undetected urethral stricture after cardiac surgery in a child","Johnston MA, Hughes DA, Azmy AF.","BMJ. 1991 Sep 28;303(6805):772-3. doi: 10.1136/bmj.303.6805.772.","Johnston MA","BMJ","1991","1991/09/28","PMC1671003","","10.1136/bmj.303.6805.772"
"1932942","Role of diabetes","Alberti KG.","BMJ. 1991 Sep 28;303(6805):769-72. doi: 10.1136/bmj.303.6805.769.","Alberti KG","BMJ","1991","1991/09/28","PMC1670995","","10.1136/bmj.303.6805.769"
"1932941","Alcohol as a key area","Anderson P.","BMJ. 1991 Sep 28;303(6805):766-9. doi: 10.1136/bmj.303.6805.766.","Anderson P","BMJ","1991","1991/09/28","PMC1671047","","10.1136/bmj.303.6805.766"
"1932940","The Freeman Hospital","Laurance J.","BMJ. 1991 Sep 28;303(6805):765-6. doi: 10.1136/bmj.303.6805.765.","Laurance J","BMJ","1991","1991/09/28","PMC1671038","","10.1136/bmj.303.6805.765"
"1932939","Employment experiences of vocationally trained doctors","Osler K.","BMJ. 1991 Sep 28;303(6805):762-4. doi: 10.1136/bmj.303.6805.762.","Osler K","BMJ","1991","1991/09/28","PMC1671032","","10.1136/bmj.303.6805.762"
"1932938","Doctors and drops","Gallagher G, Mackay I.","BMJ. 1991 Sep 28;303(6805):761. doi: 10.1136/bmj.303.6805.761.","Gallagher G","BMJ","1991","1991/09/28","PMC1671028","","10.1136/bmj.303.6805.761"
"1932937","Compulsive personality as predictor of response to serotoninergic antidepressants","Ansseau M, Troisfontaines B, Papart P, von Frenckell R.","BMJ. 1991 Sep 28;303(6805):760-1. doi: 10.1136/bmj.303.6805.760.","Ansseau M","BMJ","1991","1991/09/28","PMC1671020","","10.1136/bmj.303.6805.760"
"1932936","Risk factors for developing non-insulin dependent diabetes: a 10 year follow up of men in Uppsala","Skarfors ET, Selinus KI, Lithell HO.","BMJ. 1991 Sep 28;303(6805):755-60. doi: 10.1136/bmj.303.6805.755.","Skarfors ET","BMJ","1991","1991/09/28","PMC1670998","","10.1136/bmj.303.6805.755"
"1932935","Unemployment rates: an alternative to the Jarman index?","Campbell DA, Radford JM, Burton P.","BMJ. 1991 Sep 28;303(6805):750-5. doi: 10.1136/bmj.303.6805.750.","Campbell DA","BMJ","1991","1991/09/28","PMC1670991","","10.1136/bmj.303.6805.750"
"1932934","An action plan for preventing coronary heart disease in primary care. Working Group of the Coronary Prevention Group and the British Heart Foundation","","BMJ. 1991 Sep 28;303(6805):748-50. doi: 10.1136/bmj.303.6805.748.","","BMJ","1991","1991/09/28","PMC1671043","","10.1136/bmj.303.6805.748"
"1932933","The Dundee coronary risk-disk for management of change in risk factors","Tunstall-Pedoe H.","BMJ. 1991 Sep 28;303(6805):744-7. doi: 10.1136/bmj.303.6805.744.","Tunstall-Pedoe H","BMJ","1991","1991/09/28","PMC1671016","","10.1136/bmj.303.6805.744"
