PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"27121949","Bitter dispute leads junior doctors to take unprecedented action","Dyer C.","BMJ. 2016 Apr 27;353:i2404. doi: 10.1136/bmj.i2404.","Dyer C","BMJ","2016","2016/04/29","","","10.1136/bmj.i2404"
"27121851","Immunotherapy tablet helps control asthma in people with house dust mite allergy","Wise J.","BMJ. 2016 Apr 26;353:i2358. doi: 10.1136/bmj.i2358.","Wise J","BMJ","2016","2016/04/29","","","10.1136/bmj.i2358"
"27121700","NICE approves innovative treatment for moderate to severe heart failure","Wise J.","BMJ. 2016 Apr 26;353:i2402. doi: 10.1136/bmj.i2402.","Wise J","BMJ","2016","2016/04/29","","","10.1136/bmj.i2402"
"27121591","Sparse data bias: a problem hiding in plain sight","Greenland S, Mansournia MA, Altman DG.","BMJ. 2016 Apr 27;352:i1981. doi: 10.1136/bmj.i1981.","Greenland S","BMJ","2016","2016/04/29","","","10.1136/bmj.i1981"
"27121540","Specialised services ""swallow up"" increasing share of NHS budget","Gulland A.","BMJ. 2016 Apr 27;353:i2432. doi: 10.1136/bmj.i2432.","Gulland A","BMJ","2016","2016/04/29","","","10.1136/bmj.i2432"
"27121403","Mark Porter interview: the government will realise its mistake","Rimmer A.","BMJ. 2016 Apr 27;353:i2431. doi: 10.1136/bmj.i2431.","Rimmer A","BMJ","2016","2016/04/29","","","10.1136/bmj.i2431"
"27121293","George Alberti: Laid back, iconoclastic, irreverent","","BMJ. 2016 Apr 27;353:i2331. doi: 10.1136/bmj.i2331.","","BMJ","2016","2016/04/29","","","10.1136/bmj.i2331"
"27121211","Quentin Young","Gulland A.","BMJ. 2016 Apr 27;353:i2393. doi: 10.1136/bmj.i2393.","Gulland A","BMJ","2016","2016/04/29","","","10.1136/bmj.i2393"
"27121039","Total hip arthroplasty after hip fracture","Chaudhry H.","BMJ. 2016 Apr 27;353:i2217. doi: 10.1136/bmj.i2217.","Chaudhry H","BMJ","2016","2016/04/29","PMC4849141","","10.1136/bmj.i2217"
"27118734","Older people need an individualised approach to treating hypertension","Ninan SG.","BMJ. 2016 Apr 26;353:i2244. doi: 10.1136/bmj.i2244.","Ninan SG","BMJ","2016","2016/04/28","","","10.1136/bmj.i2244"
"27118733","Patient safety took second place to research needs at NIH hospital, says report","McCarthy M.","BMJ. 2016 Apr 26;353:i2376. doi: 10.1136/bmj.i2376.","McCarthy M","BMJ","2016","2016/04/28","","","10.1136/bmj.i2376"
"27118732","Authors' reply to Ninan and Millar and Abou-saleh","O'Shaughnessy KM, Kennard L.","BMJ. 2016 Apr 26;353:i2253. doi: 10.1136/bmj.i2253.","O'Shaughnessy KM","BMJ","2016","2016/04/28","","","10.1136/bmj.i2253"
"27118701","Antidepressant use and cardiovascular risk: moving from emotive rhetoric towards evidence based care","Schlezak V, Mukesh K.","BMJ. 2016 Apr 26;353:i2145. doi: 10.1136/bmj.i2145.","Schlezak V","BMJ","2016","2016/04/28","","","10.1136/bmj.i2145"
"27118655","Author's reply to Luke","Barrett J.","BMJ. 2016 Apr 26;353:i2340. doi: 10.1136/bmj.i2340.","Barrett J","BMJ","2016","2016/04/28","","","10.1136/bmj.i2340"
"27118563","Concern over arsenic in infants' rice products rises after US study","Wise J.","BMJ. 2016 Apr 25;353:i2365. doi: 10.1136/bmj.i2365.","Wise J","BMJ","2016","2016/04/28","","","10.1136/bmj.i2365"
"27118534","No increased heart failure risk is reported with DPP-4 inhibitors","Wise J.","BMJ. 2016 Apr 25;353:i2363. doi: 10.1136/bmj.i2363.","Wise J","BMJ","2016","2016/04/28","","","10.1136/bmj.i2363"
"27118050","Unequal treatment of transgender people","Playdon Z.","BMJ. 2016 Apr 26;353:i2329. doi: 10.1136/bmj.i2329.","Playdon Z","BMJ","2016","2016/04/28","","","10.1136/bmj.i2329"
"27117925","Screening for mental problems in people presenting with hypertension and comorbidities","Millar HL, Abou-Saleh M.","BMJ. 2016 Apr 26;353:i2251. doi: 10.1136/bmj.i2251.","Millar HL","BMJ","2016","2016/04/28","","","10.1136/bmj.i2251"
"27117811","Gender dysphoria: shared care is the answer","Luke J.","BMJ. 2016 Apr 26;353:i2326. doi: 10.1136/bmj.i2326.","Luke J","BMJ","2016","2016/04/28","","","10.1136/bmj.i2326"
"27117701","Call for preventive care for rheumatic heart disease in refugee children","Rossi G, Lee VS.","BMJ. 2016 Apr 26;353:i2312. doi: 10.1136/bmj.i2312.","Rossi G","BMJ","2016","2016/04/28","","","10.1136/bmj.i2312"
"27117561","Delivering on the promise of universal health coverage","Jha A, Godlee F, Abbasi K.","BMJ. 2016 Apr 26;353:i2216. doi: 10.1136/bmj.i2216.","Jha A","BMJ","2016","2016/04/28","","","10.1136/bmj.i2216"
"27117454","NHS England provides a major boost for general practice","Everington S, Roland M.","BMJ. 2016 Apr 26;353:i2357. doi: 10.1136/bmj.i2357.","Everington S","BMJ","2016","2016/04/28","","","10.1136/bmj.i2357"
"27117310","Otis Brawley-one of the first to question the value of screening","Lenzer J.","BMJ. 2016 Apr 26;353:i2301. doi: 10.1136/bmj.i2301.","Lenzer J","BMJ","2016","2016/04/28","","","10.1136/bmj.i2301"
"27117269","Sixty seconds on . . . placing GPs in hospital emergency departments","Hawkes N.","BMJ. 2016 Apr 26;353:i2315. doi: 10.1136/bmj.i2315.","Hawkes N","BMJ","2016","2016/04/28","","","10.1136/bmj.i2315"
"27117171","Putting health inequalities to music","Gulland A.","BMJ. 2016 Apr 26;353:i2354. doi: 10.1136/bmj.i2354.","Gulland A","BMJ","2016","2016/04/28","","","10.1136/bmj.i2354"
"27116972","Government abused power as sole employer of junior doctors, says BMA chair","Rimmer A.","BMJ. 2016 Apr 26;353:i2382. doi: 10.1136/bmj.i2382.","Rimmer A","BMJ","2016","2016/04/28","","","10.1136/bmj.i2382"
"27114481","Tooth avulsion","Moran I, James M, Cook W, Perry M.","BMJ. 2016 Apr 25;353:i1394. doi: 10.1136/bmj.i1394.","Moran I","BMJ","2016","2016/04/27","","","10.1136/bmj.i1394"
"27114480","Staff shortages are putting UK breast cancer screening ""at risk,"" survey finds","Gulland A.","BMJ. 2016 Apr 25;353:i2350. doi: 10.1136/bmj.i2350.","Gulland A","BMJ","2016","2016/04/27","","","10.1136/bmj.i2350"
"27114479","Margaret McCartney: How to misspend £2.4bn","McCartney M; general practitioner.","BMJ. 2016 Apr 25;353:i2366. doi: 10.1136/bmj.i2366.","McCartney M","BMJ","2016","2016/04/27","","","10.1136/bmj.i2366"
"27114474","Government must follow the evidence before implementing seven day GP services","Gulland A.","BMJ. 2016 Apr 25;353:i2308. doi: 10.1136/bmj.i2308.","Gulland A","BMJ","2016","2016/04/27","","","10.1136/bmj.i2308"
"27114473","Weekend admission to psychiatric hospital is not linked to increased risk of death","Wise J.","BMJ. 2016 Apr 24;353:i2342. doi: 10.1136/bmj.i2342.","Wise J","BMJ","2016","2016/04/27","","","10.1136/bmj.i2342"
"27114468","Mediterranean diet reduces cardiovascular events in people with heart disease, study shows","Mayor S.","BMJ. 2016 Apr 24;353:i2348. doi: 10.1136/bmj.i2348.","Mayor S","BMJ","2016","2016/04/27","","","10.1136/bmj.i2348"
"27112836","Hunt offers to meet BMA chair to try to avert all-out strike by junior doctors","Iacobucci G.","BMJ. 2016 Apr 25;353:i2362. doi: 10.1136/bmj.i2362.","Iacobucci G","BMJ","2016","2016/04/27","","","10.1136/bmj.i2362"
"27112643","Nearly six in 10 medical colleges in India did not publish any research in past 10 years","Bagcchi S.","BMJ. 2016 Apr 25;353:i2352. doi: 10.1136/bmj.i2352.","Bagcchi S","BMJ","2016","2016/04/27","","","10.1136/bmj.i2352"
"27112501","Suicide rates rise sharply in the US, figures show","McCarthy M.","BMJ. 2016 Apr 25;353:i2355. doi: 10.1136/bmj.i2355.","McCarthy M","BMJ","2016","2016/04/27","","","10.1136/bmj.i2355"
"27112356","Health anxiety: the silent, disabling epidemic","Tyrer P, Eilenberg T, Fink P, Hedman E, Tyrer H.","BMJ. 2016 Apr 25;353:i2250. doi: 10.1136/bmj.i2250.","Tyrer P","BMJ","2016","2016/04/27","","","10.1136/bmj.i2250"
"27112164","UK research paper of the year","Hawkes N.","BMJ. 2016 Apr 25;353:i2211. doi: 10.1136/bmj.i2211.","Hawkes N","BMJ","2016","2016/04/27","","","10.1136/bmj.i2211"
"27106956","What does it mean to put new hepatitis C drugs on a list of essential medicines?","Urrutia J, Porteny T, Daniels N.","BMJ. 2016 Apr 22;353:i2035. doi: 10.1136/bmj.i2035.","Urrutia J","BMJ","2016","2016/04/24","","","10.1136/bmj.i2035"
"27106912","Government's pledges on mental health are not backed with funding, says spending watchdog","Gulland A.","BMJ. 2016 Apr 22;353:i2330. doi: 10.1136/bmj.i2330.","Gulland A","BMJ","2016","2016/04/24","","","10.1136/bmj.i2330"
"27106899","US hepatitis C virus testing recommendations may miss 25% of cases, study finds","McCarthy M.","BMJ. 2016 Apr 22;353:i2337. doi: 10.1136/bmj.i2337.","McCarthy M","BMJ","2016","2016/04/24","","","10.1136/bmj.i2337"
"27106861","Donald Macdonald","Macdonald D.","BMJ. 2016 Apr 22;353:i2305. doi: 10.1136/bmj.i2305.","Macdonald D","BMJ","2016","2016/04/24","","","10.1136/bmj.i2305"
"27106805","Smokers and overweight patients are denied surgery, royal college finds","Iacobucci G.","BMJ. 2016 Apr 22;353:i2335. doi: 10.1136/bmj.i2335.","Iacobucci G","BMJ","2016","2016/04/24","","","10.1136/bmj.i2335"
"27106746","Ian John Davis","Maile C.","BMJ. 2016 Apr 22;353:i2300. doi: 10.1136/bmj.i2300.","Maile C","BMJ","2016","2016/04/24","","","10.1136/bmj.i2300"
"27106668","David Oliver: Progress on dementia in hospital","Oliver D.","BMJ. 2016 Apr 22;353:i2204. doi: 10.1136/bmj.i2204.","Oliver D","BMJ","2016","2016/04/24","","","10.1136/bmj.i2204"
"27106603","Leonard Jacobs","Jacobs C.","BMJ. 2016 Apr 22;353:i2304. doi: 10.1136/bmj.i2304.","Jacobs C","BMJ","2016","2016/04/24","","","10.1136/bmj.i2304"
"27106548","Better mental healthcare in England may have reduced suicides","Torjesen I.","BMJ. 2016 Apr 21;353:i2282. doi: 10.1136/bmj.i2282.","Torjesen I","BMJ","2016","2016/04/24","","","10.1136/bmj.i2282"
"27106506","John Victor Sowton","Sowton T.","BMJ. 2016 Apr 22;353:i2306. doi: 10.1136/bmj.i2306.","Sowton T","BMJ","2016","2016/04/24","","","10.1136/bmj.i2306"
"27106286","Risk of stroke after transient ischaemic attack is lower than previously thought, study finds","Mayor S.","BMJ. 2016 Apr 21;353:i2320. doi: 10.1136/bmj.i2320.","Mayor S","BMJ","2016","2016/04/24","","","10.1136/bmj.i2320"
"27106242","Xianming Wang","Pan J.","BMJ. 2016 Apr 22;353:i2110. doi: 10.1136/bmj.i2110.","Pan J","BMJ","2016","2016/04/24","","","10.1136/bmj.i2110"
"27106035","Diabetes team finalists","Hawkes N.","BMJ. 2016 Apr 22;353:i2183. doi: 10.1136/bmj.i2183.","Hawkes N","BMJ","2016","2016/04/24","","","10.1136/bmj.i2183"
"27105889","Mildred Hilario Genesio de Souza","Somers K.","BMJ. 2016 Apr 22;353:i2302. doi: 10.1136/bmj.i2302.","Somers K","BMJ","2016","2016/04/24","","","10.1136/bmj.i2302"
"27105654","Annual Review of Competence Progression (ARCP) performance of doctors who passed Professional and Linguistic Assessments Board (PLAB) tests compared with UK medical graduates: national data linkage study","","BMJ. 2016 Apr 22;353:i2321. doi: 10.1136/bmj.i2321.","","BMJ","2016","2016/04/24","","","10.1136/bmj.i2321"
"27103592","Junior doctors' strike: which side's reach exceeds its grasp?","Cowper A.","BMJ. 2016 Apr 21;353:i2237. doi: 10.1136/bmj.i2237.","Cowper A","BMJ","2016","2016/04/23","","","10.1136/bmj.i2237"
"27103464","GP services in England get multibillion cash injection in landmark deal","Iacobucci G.","BMJ. 2016 Apr 21;353:i2297. doi: 10.1136/bmj.i2297.","Iacobucci G","BMJ","2016","2016/04/23","","","10.1136/bmj.i2297"
"27103313","Intrahepatic cholestasis of pregnancy","Hillman SC, Stokes-Lampard H, Kilby MD.","BMJ. 2016 Apr 21;353:i1236. doi: 10.1136/bmj.i1236.","Hillman SC","BMJ","2016","2016/04/23","","","10.1136/bmj.i1236"
"27103156","GMC relaxes length of time sanctions will appear on doctors' records","Dyer C.","BMJ. 2016 Apr 21;353:i2295. doi: 10.1136/bmj.i2295.","Dyer C","BMJ","2016","2016/04/23","","","10.1136/bmj.i2295"
"27102910","Drug users' families demand end to ""war on drugs""","Hurley R.","BMJ. 2016 Apr 21;353:i2252. doi: 10.1136/bmj.i2252.","Hurley R","BMJ","2016","2016/04/23","","","10.1136/bmj.i2252"
"27102806","Methotrexate monotherapy and methotrexate combination therapy with traditional and biologic disease modifying antirheumatic drugs for rheumatoid arthritis: abridged Cochrane systematic review and network meta-analysis","Hazlewood GS, Barnabe C, Tomlinson G, Marshall D, Devoe D, Bombardier C.","BMJ. 2016 Apr 21;353:i1777. doi: 10.1136/bmj.i1777.","Hazlewood GS","BMJ","2016","2016/04/23","PMC4849170","","10.1136/bmj.i1777"
"27102627","Stigma is leading to under-treatment of mental health conditions, says leading psychiatrist","Hawkes N.","BMJ. 2016 Apr 21;353:i2316. doi: 10.1136/bmj.i2316.","Hawkes N","BMJ","2016","2016/04/23","","","10.1136/bmj.i2316"
"27102421","Some scientists are exempted from government's ""gagging clause""","Gulland A.","BMJ. 2016 Apr 21;353:i2299. doi: 10.1136/bmj.i2299.","Gulland A","BMJ","2016","2016/04/23","","","10.1136/bmj.i2299"
"27102269","Medicaid expansion increased low income patients' coverage and use of healthcare, study finds","McCarthy M.","BMJ. 2016 Apr 21;353:i2281. doi: 10.1136/bmj.i2281.","McCarthy M","BMJ","2016","2016/04/23","","","10.1136/bmj.i2281"
"27102115","Terry-Nan Tannenbaum","Kermode-Scott B.","BMJ. 2016 Apr 21;353:i2227. doi: 10.1136/bmj.i2227.","Kermode-Scott B","BMJ","2016","2016/04/23","","","10.1136/bmj.i2227"
"27101994","Loneliness is associated with higher risk of stroke and heart disease, study finds","Mayor S.","BMJ. 2016 Apr 20;353:i2269. doi: 10.1136/bmj.i2269.","Mayor S","BMJ","2016","2016/04/23","","","10.1136/bmj.i2269"
"27101832","Aspirin may reduce risk of metastases and death in patients with cancer, study finds","Mayor S.","BMJ. 2016 Apr 20;353:i2284. doi: 10.1136/bmj.i2284.","Mayor S","BMJ","2016","2016/04/23","","","10.1136/bmj.i2284"
"27099266","β blockers for heart failure","Hoes AW.","BMJ. 2016 Apr 20;353:i2074. doi: 10.1136/bmj.i2074.","Hoes AW","BMJ","2016","2016/04/22","PMC4849167","","10.1136/bmj.i2074"
"27099257","UK scientists would lose money and influence under ""Brexit,"" says Lords report","Hawkes N.","BMJ. 2016 Apr 20;353:i2274. doi: 10.1136/bmj.i2274.","Hawkes N","BMJ","2016","2016/04/22","","","10.1136/bmj.i2274"
"27099253","Metformin is backed as first line therapy for type 2 diabetes","Wise J.","BMJ. 2016 Apr 19;353:i2236. doi: 10.1136/bmj.i2236.","Wise J","BMJ","2016","2016/04/22","","","10.1136/bmj.i2236"
"27099227","Lack of consultant obstetrician is not associated with worse outcomes in babies, UK study shows","Mayor S.","BMJ. 2016 Apr 19;353:i2242. doi: 10.1136/bmj.i2242.","Mayor S","BMJ","2016","2016/04/22","","","10.1136/bmj.i2242"
"27098491","Should we welcome food industry funding of public health research?","Aveyard P, Yach D, Gilmore AB, Capewell S.","BMJ. 2016 Apr 20;353:i2161. doi: 10.1136/bmj.i2161.","Aveyard P","BMJ","2016","2016/04/22","","","10.1136/bmj.i2161"
"27098379","Preventing sudden cardiac death in athletes","Semsarian C, Ingles J.","BMJ. 2016 Apr 20;353:i1270. doi: 10.1136/bmj.i1270.","Semsarian C","BMJ","2016","2016/04/22","","","10.1136/bmj.i1270"
"27098283","Pregnant women in war zones","Akol AD, Caluwaerts S, Weeks AD.","BMJ. 2016 Apr 20;353:i2037. doi: 10.1136/bmj.i2037.","Akol AD","BMJ","2016","2016/04/22","","","10.1136/bmj.i2037"
"27098196","Data on benefits of screening for sudden cardiac death are withheld","Cohen D.","BMJ. 2016 Apr 20;353:i2208. doi: 10.1136/bmj.i2208.","Cohen D","BMJ","2016","2016/04/22","","","10.1136/bmj.i2208"
"27098105","Effect of age and sex on efficacy and tolerability of β blockers in patients with heart failure with reduced ejection fraction: individual patient data meta-analysis","Kotecha D, Manzano L, Krum H, Rosano G, Holmes J, Altman DG, Collins PD, Packer M, Wikstrand J, Coats AJ, Cleland JG, Kirchhof P, von Lueder TG, Rigby AS, Andersson B, Lip GY, van Veldhuisen DJ, Shibata MC, Wedel H, Böhm M, Flather MD; Beta-Blockers in Heart Failure Collaborative Group.","BMJ. 2016 Apr 20;353:i1855. doi: 10.1136/bmj.i1855.","Kotecha D","BMJ","2016","2016/04/22","PMC4849174","","10.1136/bmj.i1855"
"27097983","Harms and benefits of screening young people to prevent sudden cardiac death","Van Brabandt H, Desomer A, Gerkens S, Neyt M.","BMJ. 2016 Apr 20;353:i1156. doi: 10.1136/bmj.i1156.","Van Brabandt H","BMJ","2016","2016/04/22","","","10.1136/bmj.i1156"
"27097840","Peter Piot: Mentor for global health","","BMJ. 2016 Apr 20;353:i2187. doi: 10.1136/bmj.i2187.","","BMJ","2016","2016/04/22","","","10.1136/bmj.i2187"
"27097644","Underweight patients have higher risk of death after myocardial infarction, study finds","McCarthy M.","BMJ. 2016 Apr 20;353:i2276. doi: 10.1136/bmj.i2276.","McCarthy M","BMJ","2016","2016/04/22","","","10.1136/bmj.i2276"
"27095803","Common over-the-counter medicines are linked to cognitive impairment in elderly people, shows study","Mayor S.","BMJ. 2016 Apr 18;353:i2220. doi: 10.1136/bmj.i2220.","Mayor S","BMJ","2016","2016/04/21","","","10.1136/bmj.i2220"
"27095801","Antibiotic resistant gonorrhoea increases in England","Wise J.","BMJ. 2016 Apr 18;353:i2219. doi: 10.1136/bmj.i2219.","Wise J","BMJ","2016","2016/04/21","","","10.1136/bmj.i2219"
"27095800","Five minutes with . . . Rachel Clark, junior doctor strike protester","","BMJ. 2016 Apr 19;353:i2238. doi: 10.1136/bmj.i2238.","","BMJ","2016","2016/04/21","","","10.1136/bmj.i2238"
"27095797","Hospital trusts will adapt junior doctor contract if they have to","Torjesen I.","BMJ. 2016 Apr 19;353:i2255. doi: 10.1136/bmj.i2255.","Torjesen I","BMJ","2016","2016/04/21","","","10.1136/bmj.i2255"
"27095792","Sixty seconds on . . . Mind the Rota Gap","Gulland A.","BMJ. 2016 Apr 19;353:i2212. doi: 10.1136/bmj.i2212.","Gulland A","BMJ","2016","2016/04/21","","","10.1136/bmj.i2212"
"27094819","Incidence of dementia in UK men is lower than previously estimated","Gulland A.","BMJ. 2016 Apr 19;353:i2258. doi: 10.1136/bmj.i2258.","Gulland A","BMJ","2016","2016/04/21","","","10.1136/bmj.i2258"
"27094586","Clinical risk factors for pre-eclampsia determined in early pregnancy: systematic review and meta-analysis of large cohort studies","Bartsch E, Medcalf KE, Park AL, Ray JG; High Risk of Pre-eclampsia Identification Group.","BMJ. 2016 Apr 19;353:i1753. doi: 10.1136/bmj.i1753.","Bartsch E","BMJ","2016","2016/04/21","PMC4837230","","10.1136/bmj.i1753"
"27094463","Too much scrutiny is bad for general practice","McCarthy M.","BMJ. 2016 Apr 19;353:i2151. doi: 10.1136/bmj.i2151.","McCarthy M","BMJ","2016","2016/04/21","","","10.1136/bmj.i2151"
"27094342","Travellers' diarrhoea","Barrett J, Brown M.","BMJ. 2016 Apr 19;353:i1937. doi: 10.1136/bmj.i1937.","Barrett J","BMJ","2016","2016/04/21","","","10.1136/bmj.i1937"
"27094210","PRISMA harms checklist: improving harms reporting in systematic reviews","","BMJ. 2016 Apr 19;353:i2229. doi: 10.1136/bmj.i2229.","","BMJ","2016","2016/04/21","","","10.1136/bmj.i2229"
"27094073","Doctors' worry about NHS ""privatisation"" is growing, says BMA","O'Dowd A.","BMJ. 2016 Apr 19;353:i2232. doi: 10.1136/bmj.i2232.","O'Dowd A","BMJ","2016","2016/04/21","","","10.1136/bmj.i2232"
"27093981","GMC issues advice on safe rotas for junior doctors","Rimmer A.","BMJ. 2016 Apr 19;353:i2272. doi: 10.1136/bmj.i2272.","Rimmer A","BMJ","2016","2016/04/21","","","10.1136/bmj.i2272"
"27093878","Paediatricians call on royal college to drop financial ties to infant formula firms","Gulland A.","BMJ. 2016 Apr 19;353:i2221. doi: 10.1136/bmj.i2221.","Gulland A","BMJ","2016","2016/04/21","","","10.1136/bmj.i2221"
"27091908","The intensive care unit was so noisy I couldn't sleep","Hinton L; Health Experiences Research Group.","BMJ. 2016 Apr 18;353:i2150. doi: 10.1136/bmj.i2150.","Hinton L","BMJ","2016","2016/04/20","","","10.1136/bmj.i2150"
"27091892","Canada's draft law on doctor assisted death is welcomed and criticised","Kermode-Scott B.","BMJ. 2016 Apr 18;353:i2209. doi: 10.1136/bmj.i2209.","Kermode-Scott B","BMJ","2016","2016/04/20","","","10.1136/bmj.i2209"
"27091883","Ethel Mary Reddie","Robertson S.","BMJ. 2016 Apr 18;353:i2135. doi: 10.1136/bmj.i2135.","Robertson S","BMJ","2016","2016/04/20","","","10.1136/bmj.i2135"
"27091882","Risk of meningitis is higher in people treated with antimicrobials in previous year, study shows","Mayor S.","BMJ. 2016 Apr 17;353:i2197. doi: 10.1136/bmj.i2197.","Mayor S","BMJ","2016","2016/04/20","","","10.1136/bmj.i2197"
"27091881","Teenagers at upper end of normal body weight have higher mortality in adult life, study shows","Mayor S.","BMJ. 2016 Apr 17;353:i2192. doi: 10.1136/bmj.i2192.","Mayor S","BMJ","2016","2016/04/20","","","10.1136/bmj.i2192"
"27091564","Health workers sent to indigenous Canadian community beset by attempted suicides","Dyer O.","BMJ. 2016 Apr 18;353:i2210. doi: 10.1136/bmj.i2210.","Dyer O","BMJ","2016","2016/04/20","","","10.1136/bmj.i2210"
"27091458","Children at risk as junior contract dispute drags on, royal college says","Rimmer A.","BMJ. 2016 Apr 18;353:i2213. doi: 10.1136/bmj.i2213.","Rimmer A","BMJ","2016","2016/04/20","","","10.1136/bmj.i2213"
"27091337","Endovascular treatment versus medical care alone for ischaemic stroke: systematic review and meta-analysis","Rodrigues FB, Neves JB, Caldeira D, Ferro JM, Ferreira JJ, Costa J.","BMJ. 2016 Apr 18;353:i1754. doi: 10.1136/bmj.i1754.","Rodrigues FB","BMJ","2016","2016/04/20","PMC4834754","","10.1136/bmj.i1754"
"27091176","How big a problem is heart failure with a normal ejection fraction?","Rutten FH, Clark AL, Hoes AW.","BMJ. 2016 Apr 18;353:i1706. doi: 10.1136/bmj.i1706.","Rutten FH","BMJ","2016","2016/04/20","","","10.1136/bmj.i1706"
"27091120","End of life care still not living up to public and doctors' expectations","Murray SA, Murray IR.","BMJ. 2016 Apr 18;353:i2188. doi: 10.1136/bmj.i2188.","Murray SA","BMJ","2016","2016/04/20","","","10.1136/bmj.i2188"
"27090983","Sam Glover","Robinson A.","BMJ. 2016 Apr 18;353:i2155. doi: 10.1136/bmj.i2155.","Robinson A","BMJ","2016","2016/04/20","","","10.1136/bmj.i2155"
"27090857","Charles Roger Wood","Woodstrover A, Wood W.","BMJ. 2016 Apr 18;353:i2131. doi: 10.1136/bmj.i2131.","Woodstrover A","BMJ","2016","2016/04/20","","","10.1136/bmj.i2131"
"27090749","End of life care--why those with dementia have different needs","Davies N, Iliffe S.","BMJ. 2016 Apr 18;353:i2171. doi: 10.1136/bmj.i2171.","Davies N","BMJ","2016","2016/04/20","","","10.1136/bmj.i2171"
"27090572","The evidence supports prequit use of nicotine patches","Mendelsohn CP.","BMJ. 2016 Apr 18;353:i2176. doi: 10.1136/bmj.i2176.","Mendelsohn CP","BMJ","2016","2016/04/20","","","10.1136/bmj.i2176"
"27090432","A policy of universal screening for depression: caution needed","McLintock K, Foy R, House A, Alderson SL.","BMJ. 2016 Apr 18;353:i2174. doi: 10.1136/bmj.i2174.","McLintock K","BMJ","2016","2016/04/20","","","10.1136/bmj.i2174"
"27090264","Authors' reply to Mendelsohn","Hartmann-Boyce J, Aveyard P.","BMJ. 2016 Apr 18;353:i2177. doi: 10.1136/bmj.i2177.","Hartmann-Boyce J","BMJ","2016","2016/04/20","","","10.1136/bmj.i2177"
"27090150","Importance of early detection and referral of rheumatoid arthritis","Ledingham JM; British Society for Rheumatology National Audit Project Working Group and Steering Committee.","BMJ. 2016 Apr 18;353:i2172. doi: 10.1136/bmj.i2172.","Ledingham JM","BMJ","2016","2016/04/20","","","10.1136/bmj.i2172"
"27089891","Endovascular treatment for stroke","Merino JG.","BMJ. 2016 Apr 18;353:i2098. doi: 10.1136/bmj.i2098.","Merino JG","BMJ","2016","2016/04/20","","","10.1136/bmj.i2098"
"27084893","Emergency departments in England report worst waiting times ever","Gulland A.","BMJ. 2016 Apr 15;352:i2179. doi: 10.1136/bmj.i2179.","Gulland A","BMJ","2016","2016/04/17","","","10.1136/bmj.i2179"
"27084803","US officials threaten to sanction firm that promised to revolutionize blood testing","McCarthy M.","BMJ. 2016 Apr 15;353:i2189. doi: 10.1136/bmj.i2189.","McCarthy M","BMJ","2016","2016/04/17","","","10.1136/bmj.i2189"
"27084729","David Oliver: Collectivism and selfishness in NHS users","Oliver D.","BMJ. 2016 Apr 15;353:i2127. doi: 10.1136/bmj.i2127.","Oliver D","BMJ","2016","2016/04/17","","","10.1136/bmj.i2127"
"27084570","Neurology team finalists","Hawkes N.","BMJ. 2016 Apr 15;353:i2085. doi: 10.1136/bmj.i2085.","Hawkes N","BMJ","2016","2016/04/17","","","10.1136/bmj.i2085"
"27084409","Education team finalists","Hawkes N.","BMJ. 2016 Apr 15;353:i2057. doi: 10.1136/bmj.i2057.","Hawkes N","BMJ","2016","2016/04/17","","","10.1136/bmj.i2057"
"27084262","Mild cough and decreased breath sounds in an 82 year old woman","Howlett DC, Sinnott JD.","BMJ. 2016 Apr 15;353:i2080. doi: 10.1136/bmj.i2080.","Howlett DC","BMJ","2016","2016/04/17","","","10.1136/bmj.i2080"
"27083981","Neuroimaging findings of babies with microcephaly and presumed congenital Zika virus infection","Baptista T, Quaghebeur G, Alarcon A.","BMJ. 2016 Apr 15;353:i2194. doi: 10.1136/bmj.i2194.","Baptista T","BMJ","2016","2016/04/17","","","10.1136/bmj.i2194"
"27083694","US agency says Zika virus causes microcephaly","Dyer O.","BMJ. 2016 Apr 15;353:i2167. doi: 10.1136/bmj.i2167.","Dyer O","BMJ","2016","2016/04/17","","","10.1136/bmj.i2167"
"27083487","Long term use of proton pump inhibitors may increase risk of impaired kidney function","Mayor S.","BMJ. 2016 Apr 14;353:i2163. doi: 10.1136/bmj.i2163.","Mayor S","BMJ","2016","2016/04/17","","","10.1136/bmj.i2163"
"27083485","Marisa Eve Girawong","Malik J.","BMJ. 2016 Apr 15;353:i2157. doi: 10.1136/bmj.i2157.","Malik J","BMJ","2016","2016/04/17","","","10.1136/bmj.i2157"
"27083203","Psoriasis is associated with increased risk of abdominal aortic aneurysm, study finds","Mayor S.","BMJ. 2016 Apr 14;353:i2159. doi: 10.1136/bmj.i2159.","Mayor S","BMJ","2016","2016/04/17","","","10.1136/bmj.i2159"
"27083174","Italy's women are finding it harder to get abortions as number of pro-choice doctors fall","Day M.","BMJ. 2016 Apr 15;353:i2184. doi: 10.1136/bmj.i2184.","Day M","BMJ","2016","2016/04/17","","","10.1136/bmj.i2184"
"27081105","HPV vaccine: effective but underused in the US","Kamerow D.","BMJ. 2016 Apr 14;353:i2060. doi: 10.1136/bmj.i2060.","Kamerow D","BMJ","2016","2016/04/16","","","10.1136/bmj.i2060"
