PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"4635028","Technic of lumbar puncture","Vandam LD.","N Engl J Med. 1972 Dec 28;287(26):1358. doi: 10.1056/NEJM197212282872621.","Vandam LD","N Engl J Med","1972","1972/12/28","","","10.1056/NEJM197212282872621"
"5539198","Rheumatic fever after streptococcal otitis media","Shrand H.","N Engl J Med. 1971 Jan 28;284(4):221. doi: 10.1056/nejm197101282840424.","Shrand H","N Engl J Med","1971","1971/01/28","","","10.1056/nejm197101282840424"
"5539197","Pacemaker refractory periods","Barold SS, Gaidula JJ.","N Engl J Med. 1971 Jan 28;284(4):220-1.","Barold SS","N Engl J Med","1971","1971/01/28","","",""
"5539196","Intracardiac knotting of a flow-directed balloon catheter","Lipp H, O'Donoghue K, Resnekov L.","N Engl J Med. 1971 Jan 28;284(4):220. doi: 10.1056/NEJM197101282840423.","Lipp H","N Engl J Med","1971","1971/01/28","","","10.1056/NEJM197101282840423"
"5539195","Phenol with glucagon in cardiotherapy","Cronk JD.","N Engl J Med. 1971 Jan 28;284(4):219-20. doi: 10.1056/nejm197101282840421.","Cronk JD","N Engl J Med","1971","1971/01/28","","","10.1056/nejm197101282840421"
"5539194","Thyrotoxic heart disease","Bloom S.","N Engl J Med. 1971 Jan 28;284(4):219. doi: 10.1056/nejm197101282840420.","Bloom S","N Engl J Med","1971","1971/01/28","","","10.1056/nejm197101282840420"
"5539193","Hand-foot syndrome in sickle-cell thalassemia","Ozsoylu S.","N Engl J Med. 1971 Jan 28;284(4):219. doi: 10.1056/nejm197101282840418.","Ozsoylu S","N Engl J Med","1971","1971/01/28","","","10.1056/nejm197101282840418"
"5539192","No aspirin for hemophiliacs","Quick AJ.","N Engl J Med. 1971 Jan 28;284(4):218. doi: 10.1056/nejm197101282840417.","Quick AJ","N Engl J Med","1971","1971/01/28","","","10.1056/nejm197101282840417"
"5539191","No therapeutic use for fibrinogen","Roberts L.","N Engl J Med. 1971 Jan 28;284(4):218. doi: 10.1056/NEJM197101282840416.","Roberts L","N Engl J Med","1971","1971/01/28","","","10.1056/NEJM197101282840416"
"5539190","Pathology: colitis vs. diverticulitis","Appelman HD, Weaver DK.","N Engl J Med. 1971 Jan 28;284(4):217-8. doi: 10.1056/NEJM197101282840415.","Appelman HD","N Engl J Med","1971","1971/01/28","","","10.1056/NEJM197101282840415"
"5539189","Ammonia production in the human colon","Swales JD, Wrong OM.","N Engl J Med. 1971 Jan 28;284(4):216-7. doi: 10.1056/NEJM197101282840414.","Swales JD","N Engl J Med","1971","1971/01/28","","","10.1056/NEJM197101282840414"
"5539188","Prestone gallstone disease--is therapy safe?","Small DM.","N Engl J Med. 1971 Jan 28;284(4):214-5. doi: 10.1056/NEJM197101282840412.","Small DM","N Engl J Med","1971","1971/01/28","","","10.1056/NEJM197101282840412"
"5539187","An unusual infection due to staphylococcus aureus","Levin MJ, Gardner P, Waldvogel FA.","N Engl J Med. 1971 Jan 28;284(4):196-8. doi: 10.1056/NEJM197101282840407.","Levin MJ","N Engl J Med","1971","1971/01/28","","","10.1056/NEJM197101282840407"
"5539186","Electrical hazards and cardiovascular function","Starmer CF, McIntosh HD, Whalen RE.","N Engl J Med. 1971 Jan 28;284(4):181-6. doi: 10.1056/NEJM197101282840405.","Starmer CF","N Engl J Med","1971","1971/01/28","","","10.1056/NEJM197101282840405"
"5539185","Lithogenic bile among young Indian women","Thistle JL, Schoenfield LJ.","N Engl J Med. 1971 Jan 28;284(4):177-81. doi: 10.1056/NEJM197101282840404.","Thistle JL","N Engl J Med","1971","1971/01/28","","","10.1056/NEJM197101282840404"
"5539184","Birth weight and genital mycoplasmas in pregnancy","Braun P, Lee YH, Klein JO, Marcy SM, Klein TA, Charles D, Levy P, Kass EH.","N Engl J Med. 1971 Jan 28;284(4):167-71. doi: 10.1056/NEJM197101282840401.","Braun P","N Engl J Med","1971","1971/01/28","","","10.1056/NEJM197101282840401"
"4923686","Case records of the Massachusetts General Hospital. Weekly clinicopathological exercises. Case 4-1971","","N Engl J Med. 1971 Jan 28;284(4):204-11. doi: 10.1056/NEJM197101282840410.","","N Engl J Med","1971","1971/01/28","","","10.1056/NEJM197101282840410"
"4923685","Angiography in the diagnosis of parathyroid carcinoma","Rossi P, Carillo FJ, Johnston B.","N Engl J Med. 1971 Jan 28;284(4):198-201. doi: 10.1056/NEJM197101282840408.","Rossi P","N Engl J Med","1971","1971/01/28","","","10.1056/NEJM197101282840408"
"4923684","The treatment of hyperlipidemia","Lees RS, Wilson DE.","N Engl J Med. 1971 Jan 28;284(4):186-95. doi: 10.1056/NEJM197101282840406.","Lees RS","N Engl J Med","1971","1971/01/28","","","10.1056/NEJM197101282840406"
"4923683","Stereotactic thrombosis of intracranial aneurysms","Alksne JF.","N Engl J Med. 1971 Jan 28;284(4):171-4. doi: 10.1056/NEJM197101282840402.","Alksne JF","N Engl J Med","1971","1971/01/28","","","10.1056/NEJM197101282840402"
"4395336","Can adrenergic blockers be leukemogenic?","Mason AB.","N Engl J Med. 1971 Jan 28;284(4):219. doi: 10.1056/nejm197101282840419.","Mason AB","N Engl J Med","1971","1971/01/28","","","10.1056/nejm197101282840419"
"4395335","Increased resistance in the pneumococcus","Finland M.","N Engl J Med. 1971 Jan 28;284(4):212-4. doi: 10.1056/NEJM197101282840411.","Finland M","N Engl J Med","1971","1971/01/28","","","10.1056/NEJM197101282840411"
"4395334","Increased resistance to penicillin of pneumococci isolated from man","Hansman D, Glasgow H, Sturt J, Devitt L, Douglas R.","N Engl J Med. 1971 Jan 28;284(4):175-7. doi: 10.1056/NEJM197101282840403.","Hansman D","N Engl J Med","1971","1971/01/28","","","10.1056/NEJM197101282840403"
"4250044","Relative frequency of the Hurler and Hunter syndromes","Lowry RB, Renwick DH.","N Engl J Med. 1971 Jan 28;284(4):221-2. doi: 10.1056/NEJM197101282840425.","Lowry RB","N Engl J Med","1971","1971/01/28","","","10.1056/NEJM197101282840425"
"5547612","Free clinics","Simborg MB, Freemon FR, Perkoff GT.","N Engl J Med. 1971 Jan 21;284(3):159.","Simborg MB","N Engl J Med","1971","1971/01/21","","",""
"5540327","The physician and the hospital","Brown RE.","N Engl J Med. 1971 Jan 21;284(3):157-8. doi: 10.1056/NEJM197101212840312.","Brown RE","N Engl J Med","1971","1971/01/21","","","10.1056/NEJM197101212840312"
"5538695","Fondue folly","Graebner R.","N Engl J Med. 1971 Jan 21;284(3):162. doi: 10.1056/NEJM197101212840323.","Graebner R","N Engl J Med","1971","1971/01/21","","","10.1056/NEJM197101212840323"
"5538694","Pill-soaking with amphetamine","Gallagher JG.","N Engl J Med. 1971 Jan 21;284(3):161-2. doi: 10.1056/nejm197101212840322.","Gallagher JG","N Engl J Med","1971","1971/01/21","","","10.1056/nejm197101212840322"
"5538693","LSD: what index of suspicion?","Eller JL.","N Engl J Med. 1971 Jan 21;284(3):161. doi: 10.1056/nejm197101212840321.","Eller JL","N Engl J Med","1971","1971/01/21","","","10.1056/nejm197101212840321"
"5538692","National driver's license","Whitehill LA.","N Engl J Med. 1971 Jan 21;284(3):161. doi: 10.1056/NEJM197101212840320.","Whitehill LA","N Engl J Med","1971","1971/01/21","","","10.1056/NEJM197101212840320"
"5538691","Drinking, driving and dying","Sturner WQ, Waller JA.","N Engl J Med. 1971 Jan 21;284(3):160-1.","Sturner WQ","N Engl J Med","1971","1971/01/21","","",""
"5538690","Patient care and research","Matz R, Dixon FR.","N Engl J Med. 1971 Jan 21;284(3):160. doi: 10.1056/NEJM197101212840319.","Matz R","N Engl J Med","1971","1971/01/21","","","10.1056/NEJM197101212840319"
"5538689","Group and solo practice","Gray W.","N Engl J Med. 1971 Jan 21;284(3):159-60. doi: 10.1056/NEJM197101212840316.","Gray W","N Engl J Med","1971","1971/01/21","","","10.1056/NEJM197101212840316"
"5538688","Doctors for needy areas","Eschen TB.","N Engl J Med. 1971 Jan 21;284(3):158-9. doi: 10.1056/nejm197101212840315.","Eschen TB","N Engl J Med","1971","1971/01/21","","","10.1056/nejm197101212840315"
"5538687","Ratiocinative definition of normal","Pollock AA.","N Engl J Med. 1971 Jan 21;284(3):158.","Pollock AA","N Engl J Med","1971","1971/01/21","","",""
"5538686","Idealistic practice of pathology","Kindschi GW.","N Engl J Med. 1971 Jan 21;284(3):158. doi: 10.1056/NEJM197101212840314.","Kindschi GW","N Engl J Med","1971","1971/01/21","","","10.1056/NEJM197101212840314"
"5538685","Acute yellow-phosphorus poisoning","Rodríguez-Iturbe B.","N Engl J Med. 1971 Jan 21;284(3):157. doi: 10.1056/NEJM197101212840311.","Rodríguez-Iturbe B","N Engl J Med","1971","1971/01/21","","","10.1056/NEJM197101212840311"
"5538684","Minimizing heat loss from the baby after birth","Sinclair JC.","N Engl J Med. 1971 Jan 21;284(3):156-7. doi: 10.1056/NEJM197101212840310.","Sinclair JC","N Engl J Med","1971","1971/01/21","","","10.1056/NEJM197101212840310"
"5538683","Whence the ""proteii""?","Sanford JP.","N Engl J Med. 1971 Jan 21;284(3):155-6. doi: 10.1056/NEJM197101212840309.","Sanford JP","N Engl J Med","1971","1971/01/21","","","10.1056/NEJM197101212840309"
"5538682","If the doctors owned the hospitals","Creditor MC.","N Engl J Med. 1971 Jan 21;284(3):134-9. doi: 10.1056/NEJM197101212840305.","Creditor MC","N Engl J Med","1971","1971/01/21","","","10.1056/NEJM197101212840305"
"5538681","Smoking and cancer of the lower urinary tract","Cole P, Monson RR, Haning H, Friedell GH.","N Engl J Med. 1971 Jan 21;284(3):129-34. doi: 10.1056/NEJM197101212840304.","Cole P","N Engl J Med","1971","1971/01/21","","","10.1056/NEJM197101212840304"
"5538680","Evaluation of corticosteroid and exchange-transfusion treatment of acute yellow-phosphorus intoxication","Marin GA, Montoya CA, Sierra JL, Senior JR.","N Engl J Med. 1971 Jan 21;284(3):125-8. doi: 10.1056/NEJM197101212840303.","Marin GA","N Engl J Med","1971","1971/01/21","","","10.1056/NEJM197101212840303"
"5538679","The transparent baby bag. A shield against heat loss","Besch NJ, Perlstein PH, Edwards NK, Keenan WJ, Sutherland JM.","N Engl J Med. 1971 Jan 21;284(3):121-4. doi: 10.1056/NEJM197101212840302.","Besch NJ","N Engl J Med","1971","1971/01/21","","","10.1056/NEJM197101212840302"
"5538678","Proteus mirabilis infections in a hospital nursery traced to a human carrier","Burke JP, Ingall D, Klein JO, Gezon HM, Finland M.","N Engl J Med. 1971 Jan 21;284(3):115-21. doi: 10.1056/NEJM197101212840301.","Burke JP","N Engl J Med","1971","1971/01/21","","","10.1056/NEJM197101212840301"
"4922777","The computer as a consultant","Bleich HL.","N Engl J Med. 1971 Jan 21;284(3):141-7. doi: 10.1056/NEJM197101212840307.","Bleich HL","N Engl J Med","1971","1971/01/21","","","10.1056/NEJM197101212840307"
"4922776","Tropical diarrhea in Vietnam--a controlled study of cholestyramine therapy","McCloy RM, Hofmann AF.","N Engl J Med. 1971 Jan 21;284(3):139-40. doi: 10.1056/NEJM197101212840306.","McCloy RM","N Engl J Med","1971","1971/01/21","","","10.1056/NEJM197101212840306"
"4321217","Case records of the Massachusetts General Hospital. Weekly clinicopathological exercises. Case 3-1971","","N Engl J Med. 1971 Jan 21;284(3):147-54. doi: 10.1056/NEJM197101212840308.","","N Engl J Med","1971","1971/01/21","","","10.1056/NEJM197101212840308"
"5538642","Case records of the Massachusetts General Hospital. Weekly clinicopathological exercises. Case 2-1971","","N Engl J Med. 1971 Jan 14;284(2):95-102. doi: 10.1056/NEJM197101142840210.","","N Engl J Med","1971","1971/01/14","","","10.1056/NEJM197101142840210"
"5538641","Nephrogenic diabetes insipidus and lithium intoxication--complications of lithium carbonate therapy","Lee RV, Jampol LM, Brown WV.","N Engl J Med. 1971 Jan 14;284(2):93-4. doi: 10.1056/NEJM197101142840209.","Lee RV","N Engl J Med","1971","1971/01/14","","","10.1056/NEJM197101142840209"
"5538640","Embryonal rhabdomyosarcoma of the middle ear with long-term survival","Conte PJ, Sagerman RH.","N Engl J Med. 1971 Jan 14;284(2):92-3. doi: 10.1056/NEJM197101142840208.","Conte PJ","N Engl J Med","1971","1971/01/14","","","10.1056/NEJM197101142840208"
"5538639","Brief recordings: fibrosarcoma of the thigh associated with a prosthetic vascular graft","Herrmann JB, Kanhouwa S, Kelley RJ, Burns WA.","N Engl J Med. 1971 Jan 14;284(2):91. doi: 10.1056/NEJM197101142840207.","Herrmann JB","N Engl J Med","1971","1971/01/14","","","10.1056/NEJM197101142840207"
"5538638","Medical research: some aspects that warrant public understanding","Shannon JA.","N Engl J Med. 1971 Jan 14;284(2):75-80. doi: 10.1056/NEJM197101142840204.","Shannon JA","N Engl J Med","1971","1971/01/14","","","10.1056/NEJM197101142840204"
"5538637","Effect of chlorpromazine on serum growth-hormone concentration in man","Sherman L, Kim S, Benjamin F, Kolodny HD.","N Engl J Med. 1971 Jan 14;284(2):72-4. doi: 10.1056/NEJM197101142840203.","Sherman L","N Engl J Med","1971","1971/01/14","","","10.1056/NEJM197101142840203"
"5538636","Chlorpropamide hyponatremia: drug-induced inappropriate antidiuretic-hormone activity","Weissman PN, Shenkman L, Gregerman RI.","N Engl J Med. 1971 Jan 14;284(2):65-71. doi: 10.1056/NEJM197101142840202.","Weissman PN","N Engl J Med","1971","1971/01/14","","","10.1056/NEJM197101142840202"
"5538635","Cannabis arteritis","Nahas GG.","N Engl J Med. 1971 Jan 14;284(2):113. doi: 10.1056/NEJM197101142840226.","Nahas GG","N Engl J Med","1971","1971/01/14","","","10.1056/NEJM197101142840226"
"5538634","Study of bone growth","Stanescu V.","N Engl J Med. 1971 Jan 14;284(2):110-1.","Stanescu V","N Engl J Med","1971","1971/01/14","","",""
"5538633","Diagnosis of Wilson's disease","Dubois RS, Rodgerson DO.","N Engl J Med. 1971 Jan 14;284(2):110. doi: 10.1056/NEJM197101142840223.","Dubois RS","N Engl J Med","1971","1971/01/14","","","10.1056/NEJM197101142840223"
"5538632","Australia antigen in volunteer and paid blood donors","Kliman A.","N Engl J Med. 1971 Jan 14;284(2):109.","Kliman A","N Engl J Med","1971","1971/01/14","","",""
"5538631","Iron deficiency and RBC morphology","Van Voolen GA, Yu NL.","N Engl J Med. 1971 Jan 14;284(2):108-9.","Van Voolen GA","N Engl J Med","1971","1971/01/14","","",""
"5538630","Combined multiple myeloma and chronic lymphatic leukemia","Naidu RT, Rosner F.","N Engl J Med. 1971 Jan 14;284(2):108. doi: 10.1056/NEJM197101142840218.","Naidu RT","N Engl J Med","1971","1971/01/14","","","10.1056/NEJM197101142840218"
"5538629","Controlling the kidney in pregnancy","Shirley RL.","N Engl J Med. 1971 Jan 14;284(2):107. doi: 10.1056/nejm197101142840216.","Shirley RL","N Engl J Med","1971","1971/01/14","","","10.1056/nejm197101142840216"
"5538628","Massachusetts department of public health","Utley JR, Montgomery S, Sanderson RG.","N Engl J Med. 1971 Jan 14;284(2):106-7. doi: 10.1056/NEJM197101142840214.","Utley JR","N Engl J Med","1971","1971/01/14","","","10.1056/NEJM197101142840214"
"5538627","Beds for burned children","","N Engl J Med. 1971 Jan 14;284(2):105. doi: 10.1056/NEJM197101142840213.","","N Engl J Med","1971","1971/01/14","","","10.1056/NEJM197101142840213"
"5538626","Effects of alcohol on the central nervous system","Mendelson JH.","N Engl J Med. 1971 Jan 14;284(2):104-5. doi: 10.1056/NEJM197101142840212.","Mendelson JH","N Engl J Med","1971","1971/01/14","","","10.1056/NEJM197101142840212"
"4992240","Virus-like particles in systemic lupus erythematosus","Sinkovics JG.","N Engl J Med. 1971 Jan 14;284(2):107-8. doi: 10.1056/NEJM197101142840217.","Sinkovics JG","N Engl J Med","1971","1971/01/14","","","10.1056/NEJM197101142840217"
"4922684","Current concepts: marihuana--a medical review","Lieberman CM, Lieberman BW.","N Engl J Med. 1971 Jan 14;284(2):88-91. doi: 10.1056/NEJM197101142840206.","Lieberman CM","N Engl J Med","1971","1971/01/14","","","10.1056/NEJM197101142840206"
"4922683","Viability and function of preserved red cells","Valeri CR.","N Engl J Med. 1971 Jan 14;284(2):81-8. doi: 10.1056/NEJM197101142840205.","Valeri CR","N Engl J Med","1971","1971/01/14","","","10.1056/NEJM197101142840205"
"4395137","Angiitis in drug abusers","","N Engl J Med. 1971 Jan 14;284(2):111-3. doi: 10.1056/NEJM197101142840224.","","N Engl J Med","1971","1971/01/14","","","10.1056/NEJM197101142840224"
"4321186","Effect of tonsillectomy and adenoidectomy on nasopharyngeal antibody response to poliovirus","Ogra PL.","N Engl J Med. 1971 Jan 14;284(2):59-64. doi: 10.1056/NEJM197101142840201.","Ogra PL","N Engl J Med","1971","1971/01/14","","","10.1056/NEJM197101142840201"
"4321185","Chlorpropamide antidiuresis","Earley LE.","N Engl J Med. 1971 Jan 14;284(2):103-4. doi: 10.1056/NEJM197101142840211.","Earley LE","N Engl J Med","1971","1971/01/14","","","10.1056/NEJM197101142840211"
"4249768","Multiple lysosomal enzyme deficiency due to enzyme leakage?","Wiesmann UN, Lightbody J, Vassella F, Herschkowitz NN.","N Engl J Med. 1971 Jan 14;284(2):109-10. doi: 10.1056/NEJM197101142840220.","Wiesmann UN","N Engl J Med","1971","1971/01/14","","","10.1056/NEJM197101142840220"
"5540326","Hygiene and the urinary tract","Lonsdale D.","N Engl J Med. 1971 Jan 7;284(1):55. doi: 10.1056/nejm197101072840121.","Lonsdale D","N Engl J Med","1971","1971/01/07","","","10.1056/nejm197101072840121"
"5538596","Implications of subacute hepatic necrosis","Cornell R.","N Engl J Med. 1971 Jan 7;284(1):56. doi: 10.1056/NEJM197101072840124.","Cornell R","N Engl J Med","1971","1971/01/07","","","10.1056/NEJM197101072840124"
"5538595","Immunologic mechanisms in renal disease","Pirofsky B.","N Engl J Med. 1971 Jan 7;284(1):55. doi: 10.1056/NEJM197101072840122.","Pirofsky B","N Engl J Med","1971","1971/01/07","","","10.1056/NEJM197101072840122"
"5538594","Evaluation of renin activity","Schweikert JR, Carey RM, Palmer JM, Assaykeen TA.","N Engl J Med. 1971 Jan 7;284(1):54-5.","Schweikert JR","N Engl J Med","1971","1971/01/07","","",""
"5538593","Radioisotope cisternography in hydrocephalus","Di Chiro G.","N Engl J Med. 1971 Jan 7;284(1):54. doi: 10.1056/NEJM197101072840119.","Di Chiro G","N Engl J Med","1971","1971/01/07","","","10.1056/NEJM197101072840119"
"5538592","Ethanol gelation test","Margolis CZ.","N Engl J Med. 1971 Jan 7;284(1):53-4. doi: 10.1056/nejm197101072840118.","Margolis CZ","N Engl J Med","1971","1971/01/07","","","10.1056/nejm197101072840118"
"5538591","Definition of ""normal"" coronary arteries","FitzGibbon GM.","N Engl J Med. 1971 Jan 7;284(1):53. doi: 10.1056/NEJM197101072840117.","FitzGibbon GM","N Engl J Med","1971","1971/01/07","","","10.1056/NEJM197101072840117"
"5538590","Ten reasons why Lawrence Weed is right","Hurst JW.","N Engl J Med. 1971 Jan 7;284(1):51-2. doi: 10.1056/NEJM197101072840114.","Hurst JW","N Engl J Med","1971","1971/01/07","","","10.1056/NEJM197101072840114"
"5538589","Continuing medical education","Uhl HS.","N Engl J Med. 1971 Jan 7;284(1):50-1. doi: 10.1056/NEJM197101072840113.","Uhl HS","N Engl J Med","1971","1971/01/07","","","10.1056/NEJM197101072840113"
"5538588","Enterohepatic circulation","","N Engl J Med. 1971 Jan 7;284(1):48-9. doi: 10.1056/NEJM197101072840112.","","N Engl J Med","1971","1971/01/07","","","10.1056/NEJM197101072840112"
"5538587","Case records of the Massachusetts General Hospital. Weekly clinicopathological exercises. Case 1-1971","","N Engl J Med. 1971 Jan 7;284(1):39-47. doi: 10.1056/NEJM197101072840111.","","N Engl J Med","1971","1971/01/07","","","10.1056/NEJM197101072840111"
"5538586","Fixed hyponatremia with normal responses to varying salt and water intakes","Miles AI, Needle MA.","N Engl J Med. 1971 Jan 7;284(1):26-8. doi: 10.1056/NEJM197101072840107.","Miles AI","N Engl J Med","1971","1971/01/07","","","10.1056/NEJM197101072840107"
"5538585","The deficiencies of the case presentation as a method of clinical teaching. Another approach","Engel GL.","N Engl J Med. 1971 Jan 7;284(1):20-4. doi: 10.1056/NEJM197101072840105.","Engel GL","N Engl J Med","1971","1971/01/07","","","10.1056/NEJM197101072840105"
"5538584","Blood volume and bilirubin production in acute intermittent porphyria","Bloomer JR, Berk PD, Bonkowsky HL, Stein JA, Berlin NI, Tschudy DP.","N Engl J Med. 1971 Jan 7;284(1):17-20. doi: 10.1056/NEJM197101072840104.","Bloomer JR","N Engl J Med","1971","1971/01/07","","","10.1056/NEJM197101072840104"
"5099587","Medicolegal investigational systems: new demands in the 1970's","Curran WJ.","N Engl J Med. 1971 Jan 7;284(1):30-1. doi: 10.1056/NEJM197101072840109.","Curran WJ","N Engl J Med","1971","1971/01/07","","","10.1056/NEJM197101072840109"
"5099586","Use of the megathrombocyte as an index of megakaryocyte number","Garg SK, Amorosi EL, Karpatkin S.","N Engl J Med. 1971 Jan 7;284(1):11-7. doi: 10.1056/NEJM197101072840103.","Garg SK","N Engl J Med","1971","1971/01/07","","","10.1056/NEJM197101072840103"
"4992076","Characterization of precipitating antibodies to ruminant serum and milk proteins in humans with selective IgA deficiency","Huntley CC, Robbins JB, Lyerly AD, Buckley RH.","N Engl J Med. 1971 Jan 7;284(1):7-10. doi: 10.1056/NEJM197101072840102.","Huntley CC","N Engl J Med","1971","1971/01/07","","","10.1056/NEJM197101072840102"
"4922349","Howard Burnham Sprague, 1895-1970","","N Engl J Med. 1971 Jan 7;284(1):52. doi: 10.1056/NEJM197101072840116.","","N Engl J Med","1971","1971/01/07","","","10.1056/NEJM197101072840116"
"4922348","The role of ammonia production and excretion in regulation of acid-base balance","Pitts RF.","N Engl J Med. 1971 Jan 7;284(1):32-8. doi: 10.1056/NEJM197101072840110.","Pitts RF","N Engl J Med","1971","1971/01/07","","","10.1056/NEJM197101072840110"
"4922347","Doctors afield. Charles Robinson","Simpson HN.","N Engl J Med. 1971 Jan 7;284(1):28-30. doi: 10.1056/NEJM197101072840108.","Simpson HN","N Engl J Med","1971","1971/01/07","","","10.1056/NEJM197101072840108"
"4922346","Physiologic jaundice: the enterohepatic circulation of bilirubin","Poland RL, Odell GB.","N Engl J Med. 1971 Jan 7;284(1):1-6. doi: 10.1056/NEJM197101072840101.","Poland RL","N Engl J Med","1971","1971/01/07","","","10.1056/NEJM197101072840101"
"4321028","Zoster-like disease in the newborn due to herpes-simplex virus","Music SI, Fine EM, Togo Y.","N Engl J Med. 1971 Jan 7;284(1):24-6. doi: 10.1056/NEJM197101072840106.","Music SI","N Engl J Med","1971","1971/01/07","","","10.1056/NEJM197101072840106"
"5488820","Management of childhood thyrotoxicosis","Hamburger JI, Clark RW.","N Engl J Med. 1970 Dec 31;283(27):1521-2. doi: 10.1056/NEJM197012312832715.","Hamburger JI","N Engl J Med","1970","1970/12/31","","","10.1056/NEJM197012312832715"
"5483479","Junk mail, revisited","Greenberg H.","N Engl J Med. 1970 Dec 31;283(27):1524-5.","Greenberg H","N Engl J Med","1970","1970/12/31","","",""
"5483478","Creative literature for doctors","Vash PD.","N Engl J Med. 1970 Dec 31;283(27):1524. doi: 10.1056/NEJM197012312832722.","Vash PD","N Engl J Med","1970","1970/12/31","","","10.1056/NEJM197012312832722"
"5483477","Effects of expanded health insurance","Lorant JH.","N Engl J Med. 1970 Dec 31;283(27):1523-4.","Lorant JH","N Engl J Med","1970","1970/12/31","","",""
"5483476","Effects of expanded health insurance","Soothill JF.","N Engl J Med. 1970 Dec 31;283(27):1523. doi: 10.1056/NEJM197012312832720.","Soothill JF","N Engl J Med","1970","1970/12/31","","","10.1056/NEJM197012312832720"
"5483475","Consent to continued pregnancy","Matz R.","N Engl J Med. 1970 Dec 31;283(27):1522-3.","Matz R","N Engl J Med","1970","1970/12/31","","",""
"5483474","Levodopa and tests for ketonuria","Wolcott GJ, Hackett TN Jr.","N Engl J Med. 1970 Dec 31;283(27):1522. doi: 10.1056/NEJM197012312832717.","Wolcott GJ","N Engl J Med","1970","1970/12/31","","","10.1056/NEJM197012312832717"
"5483473","Core health-science libraries","","N Engl J Med. 1970 Dec 31;283(27):1519. doi: 10.1056/NEJM197012312832712.","","N Engl J Med","1970","1970/12/31","","","10.1056/NEJM197012312832712"
"5483472","Case records of the Massachusetts General Hospital. Weekly clinicopathological exercises. Case 53-1970","","N Engl J Med. 1970 Dec 31;283(27):1511-7. doi: 10.1056/NEJM197012312832710.","","N Engl J Med","1970","1970/12/31","","","10.1056/NEJM197012312832710"
"5483471","By the London Post. Good hospital practice","Lister J.","N Engl J Med. 1970 Dec 31;283(27):1509-10. doi: 10.1056/NEJM197012312832709.","Lister J","N Engl J Med","1970","1970/12/31","","","10.1056/NEJM197012312832709"
"5483470","Resection of acute ventricular aneurysm and ruptured interventricular septum after myocardial infarction","Daggett WM, Burwell LR, Lawson DW, Austen WG.","N Engl J Med. 1970 Dec 31;283(27):1507-8. doi: 10.1056/NEJM197012312832708.","Daggett WM","N Engl J Med","1970","1970/12/31","","","10.1056/NEJM197012312832708"
"5483469","Pulmonary embolism and unexpected death in supposedly normal persons. A second look","Zimmerman TS, Adelson L, Ratnoff OD.","N Engl J Med. 1970 Dec 31;283(27):1504-5. doi: 10.1056/NEJM197012312832706.","Zimmerman TS","N Engl J Med","1970","1970/12/31","","","10.1056/NEJM197012312832706"
"5483468","An integrated health-science core library for physicians, nurses and allied health practitioners in community hospitals","Stearns NS, Ratcliff WW.","N Engl J Med. 1970 Dec 31;283(27):1489-98. doi: 10.1056/NEJM197012312832704.","Stearns NS","N Engl J Med","1970","1970/12/31","","","10.1056/NEJM197012312832704"
"4992307","Prenatal genetic diagnosis. 3","Milunsky A, Littlefield JW, Kanvfer JN, Kolodny EH, Shih VE, Atkins L.","N Engl J Med. 1970 Dec 31;283(27):1498-504. doi: 10.1056/NEJM197012312832705.","Milunsky A","N Engl J Med","1970","1970/12/31","","","10.1056/NEJM197012312832705"
"4991763","Aqueductal stenosis and hydrocephalus after mumps encephalitis","Timmons GD, Johnson KP.","N Engl J Med. 1970 Dec 31;283(27):1505-7. doi: 10.1056/NEJM197012312832707.","Timmons GD","N Engl J Med","1970","1970/12/31","","","10.1056/NEJM197012312832707"
"4921730","Causes of pulmonary oxygen toxicity","Hedley-Whyte J.","N Engl J Med. 1970 Dec 31;283(27):1518-9. doi: 10.1056/NEJM197012312832711.","Hedley-Whyte J","N Engl J Med","1970","1970/12/31","","","10.1056/NEJM197012312832711"
"4921729","Oxygen toxicity in man. A prospective study in patients with irreversible brain damage","Barber RE, Hamilton WK.","N Engl J Med. 1970 Dec 31;283(27):1478-84. doi: 10.1056/NEJM197012312832702.","Barber RE","N Engl J Med","1970","1970/12/31","","","10.1056/NEJM197012312832702"
"4921728","Oxygen toxicity in man. A prospective study in patients after open-heart surgery","Singer MM, Wright F, Stanley LK, Roe BB, Hamilton WK.","N Engl J Med. 1970 Dec 31;283(27):1473-8. doi: 10.1056/NEJM197012312832701.","Singer MM","N Engl J Med","1970","1970/12/31","","","10.1056/NEJM197012312832701"
"4098480","Impairment of drug metabolism in man by allopurinol and nortriptyline","Vesell ES, Passananti GT, Greene FE.","N Engl J Med. 1970 Dec 31;283(27):1484-8. doi: 10.1056/NEJM197012312832703.","Vesell ES","N Engl J Med","1970","1970/12/31","","","10.1056/NEJM197012312832703"
"5529733","Functional mitral regurgitation","Mielke JE.","N Engl J Med. 1970 Dec 24;283(26):1464-5. doi: 10.1056/NEJM197012242832613.","Mielke JE","N Engl J Med","1970","1970/12/24","","","10.1056/NEJM197012242832613"
"5481788","No dictated practice","Horn AA.","N Engl J Med. 1970 Dec 24;283(26):1469-70.","Horn AA","N Engl J Med","1970","1970/12/24","","",""
