PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"3510385","Identification and treatment of low-risk patients after acute myocardial infarction and coronary-artery bypass graft surgery","DeBusk RF, Blomqvist CG, Kouchoukos NT, Luepker RV, Miller HS, Moss AJ, Pollock ML, Reeves TJ, Selvester RH, Stason WB, et al.","N Engl J Med. 1986 Jan 16;314(3):161-6. doi: 10.1056/NEJM198601163140307.","DeBusk RF","N Engl J Med","1986","1986/01/16","","","10.1056/NEJM198601163140307"
"3510384","A controlled trial of methylprednisolone in the emergency treatment of acute asthma","Littenberg B, Gluck EH.","N Engl J Med. 1986 Jan 16;314(3):150-2. doi: 10.1056/NEJM198601163140304.","Littenberg B","N Engl J Med","1986","1986/01/16","","","10.1056/NEJM198601163140304"
"3484539","Recommended dietary allowances and the health of the elderly","Schneider EL, Vining EM, Hadley EC, Farnham SA.","N Engl J Med. 1986 Jan 16;314(3):157-60. doi: 10.1056/NEJM198601163140306.","Schneider EL","N Engl J Med","1986","1986/01/16","","","10.1056/NEJM198601163140306"
"3455749","Case records of the Massachusetts General Hospital. Weekly clinicopathological exercises. Case 2-1986. A 58-year-old woman with fever and nodular pulmonary infiltrates","","N Engl J Med. 1986 Jan 16;314(3):167-74. doi: 10.1056/NEJM198601163140308.","","N Engl J Med","1986","1986/01/16","","","10.1056/NEJM198601163140308"
"3455748","Relation of serum lipoprotein levels and systolic blood pressure to early atherosclerosis. The Bogalusa Heart Study","Newman WP 3rd, Freedman DS, Voors AW, Gard PD, Srinivasan SR, Cresanta JL, Williamson GD, Webber LS, Berenson GS.","N Engl J Med. 1986 Jan 16;314(3):138-44. doi: 10.1056/NEJM198601163140302.","Newman WP 3rd","N Engl J Med","1986","1986/01/16","","","10.1056/NEJM198601163140302"
"3079882","First-trimester diagnosis of mucopolysaccharidosis IIIA (Sanfilippo A disease)","Kleijer WJ, Janse HC, Vosters RP, Niermeijer MF, van de Kamp JJ.","N Engl J Med. 1986 Jan 16;314(3):185-6. doi: 10.1056/NEJM198601163140319.","Kleijer WJ","N Engl J Med","1986","1986/01/16","","","10.1056/NEJM198601163140319"
"3079881","Ineffectiveness of sublingual nitroglycerin in patients with dry mucous membranes","Rasler FE.","N Engl J Med. 1986 Jan 16;314(3):181. doi: 10.1056/NEJM198601163140313.","Rasler FE","N Engl J Med","1986","1986/01/16","","","10.1056/NEJM198601163140313"
"3079880","Factors affecting length of hospital stay for femoropopliteal bypass. Implications of the DRGs","Rhodes RS, Krasniak CL, Jones PK.","N Engl J Med. 1986 Jan 16;314(3):153-7. doi: 10.1056/NEJM198601163140305.","Rhodes RS","N Engl J Med","1986","1986/01/16","","","10.1056/NEJM198601163140305"
"3001522","Response of ACTH and cortisol to corticotropin-releasing hormone in anorexia nervosa","Cavagnini F, Invitti C, Passamonti M, Polli EE.","N Engl J Med. 1986 Jan 16;314(3):184-5. doi: 10.1056/NEJM198601163140318.","Cavagnini F","N Engl J Med","1986","1986/01/16","","","10.1056/NEJM198601163140318"
"3001521","Smoking","","N Engl J Med. 1986 Jan 16;314(3):180-1. doi: 10.1056/NEJM198601163140311.","","N Engl J Med","1986","1986/01/16","","","10.1056/NEJM198601163140311"
"3001520","Vidarabine versus acyclovir therapy in herpes simplex encephalitis","Whitley RJ, Alford CA, Hirsch MS, Schooley RT, Luby JP, Aoki FY, Hanley D, Nahmias AJ, Soong SJ.","N Engl J Med. 1986 Jan 16;314(3):144-9. doi: 10.1056/NEJM198601163140303.","Whitley RJ","N Engl J Med","1986","1986/01/16","","","10.1056/NEJM198601163140303"
"2417119","Abrogation by chemotherapy of T-cell antigen expression in B-cell chronic lymphocytic leukemia","Perl A, Szigeti A, Gergely P, Feher J, Magyarosi E, Sellyei M.","N Engl J Med. 1986 Jan 16;314(3):186-7. doi: 10.1056/NEJM198601163140320.","Perl A","N Engl J Med","1986","1986/01/16","","","10.1056/NEJM198601163140320"
"2417118","Expression of ras oncogene p21 in prostate cancer","Viola MV, Fromowitz F, Oravez S, Deb S, Finkel G, Lundy J, Hand P, Thor A, Schlom J.","N Engl J Med. 1986 Jan 16;314(3):133-7. doi: 10.1056/NEJM198601163140301.","Viola MV","N Engl J Med","1986","1986/01/16","","","10.1056/NEJM198601163140301"
"3941696","The comparative economic performance of investor-owned chain and not-for-profit hospitals","Watt JM, Derzon RA, Renn SC, Schramm CJ, Hahn JS, Pillari GD.","N Engl J Med. 1986 Jan 9;314(2):89-96. doi: 10.1056/NEJM198601093140206.","Watt JM","N Engl J Med","1986","1986/01/09","","","10.1056/NEJM198601093140206"
"3941695","Diagnosis of disseminated histoplasmosis by detection of Histoplasma capsulatum antigen in serum and urine specimens","Wheat LJ, Kohler RB, Tewari RP.","N Engl J Med. 1986 Jan 9;314(2):83-8. doi: 10.1056/NEJM198601093140205.","Wheat LJ","N Engl J Med","1986","1986/01/09","","","10.1056/NEJM198601093140205"
"3941694","Increased 24-hour energy expenditure in cigarette smokers","Hofstetter A, Schutz Y, Jéquier E, Wahren J.","N Engl J Med. 1986 Jan 9;314(2):79-82. doi: 10.1056/NEJM198601093140204.","Hofstetter A","N Engl J Med","1986","1986/01/09","","","10.1056/NEJM198601093140204"
"3941693","Embryonic zeta-globin chains in adults: a marker for alpha-thalassemia-1 haplotype due to a greater than 17.5-kb deletion","Chui DH, Wong SC, Chung SW, Patterson M, Bhargava S, Poon MC.","N Engl J Med. 1986 Jan 9;314(2):76-9. doi: 10.1056/NEJM198601093140203.","Chui DH","N Engl J Med","1986","1986/01/09","","","10.1056/NEJM198601093140203"
"3941692","Abstracts and HUSsies","Pritchard HK.","N Engl J Med. 1986 Jan 9;314(2):125. doi: 10.1056/NEJM198601093140221.","Pritchard HK","N Engl J Med","1986","1986/01/09","","","10.1056/NEJM198601093140221"
"3941691","Medicine versus economics","","N Engl J Med. 1986 Jan 9;314(2):123-5. doi: 10.1056/NEJM198601093140220.","","N Engl J Med","1986","1986/01/09","","","10.1056/NEJM198601093140220"
"3941690","The impact of cost sharing on emergency department use","","N Engl J Med. 1986 Jan 9;314(2):122-3.","","N Engl J Med","1986","1986/01/09","","",""
"3941689","Lewy bodies","Forno LS.","N Engl J Med. 1986 Jan 9;314(2):122. doi: 10.1056/NEJM198601093140219.","Forno LS","N Engl J Med","1986","1986/01/09","","","10.1056/NEJM198601093140219"
"3941688","Sunlight-induced mutation of bilirubin in a long-distance runner","McDonagh AF.","N Engl J Med. 1986 Jan 9;314(2):121-2. doi: 10.1056/NEJM198601093140217.","McDonagh AF","N Engl J Med","1986","1986/01/09","","","10.1056/NEJM198601093140217"
"3941687","The limits of medical care","","N Engl J Med. 1986 Jan 9;314(2):120-1. doi: 10.1056/nejm198601093140216.","","N Engl J Med","1986","1986/01/09","","","10.1056/nejm198601093140216"
"3941686","Childhood mortality in Boston","Fleming NS, Fleming DG.","N Engl J Med. 1986 Jan 9;314(2):120. doi: 10.1056/NEJM198601093140215.","Fleming NS","N Engl J Med","1986","1986/01/09","","","10.1056/NEJM198601093140215"
"3941685","Leukemia after adjuvant chemotherapy with semustine (methyl-CCNU)--evidence of a dose-response effect","Boice JD, Greene MH, Killen JY Jr, Ellenberg SS, Fraumeni JF Jr, Keehn RJ, McFadden E, Chen TT, Stablein D.","N Engl J Med. 1986 Jan 9;314(2):119-20. doi: 10.1056/NEJM198601093140214.","Boice JD","N Engl J Med","1986","1986/01/09","","","10.1056/NEJM198601093140214"
"3941684","Prevalence of HTLV-III infection among New Haven, Connecticut, parenteral drug abusers in 1982-1983","D'Aquila R, Williams AB, Kleber HD, Williams AE.","N Engl J Med. 1986 Jan 9;314(2):117-8. doi: 10.1056/NEJM198601093140211.","D'Aquila R","N Engl J Med","1986","1986/01/09","","","10.1056/NEJM198601093140211"
"3941683","Antigen detection in fungal infections","Drutz DJ.","N Engl J Med. 1986 Jan 9;314(2):115-7. doi: 10.1056/NEJM198601093140210.","Drutz DJ","N Engl J Med","1986","1986/01/09","","","10.1056/NEJM198601093140210"
"3941682","The common cold--relief at last?","Douglas RG Jr.","N Engl J Med. 1986 Jan 9;314(2):114-5. doi: 10.1056/NEJM198601093140209.","Douglas RG Jr","N Engl J Med","1986","1986/01/09","","","10.1056/NEJM198601093140209"
"3510383","Hemodynamically mediated acute renal failure","Myers BD, Moran SM.","N Engl J Med. 1986 Jan 9;314(2):97-105. doi: 10.1056/NEJM198601093140207.","Myers BD","N Engl J Med","1986","1986/01/09","","","10.1056/NEJM198601093140207"
"3510382","Asymptomatic blood donor with a false positive HTLV-III Western blot","Saag MS, Britz J.","N Engl J Med. 1986 Jan 9;314(2):118. doi: 10.1056/nejm198601093140212.","Saag MS","N Engl J Med","1986","1986/01/09","","","10.1056/nejm198601093140212"
"3455747","Case records of the Massachusetts General Hospital. Weekly clinicopathological exercises. Case 1-1986. A 67-year-old man with Paget's disease and progressive leg weakness","","N Engl J Med. 1986 Jan 9;314(2):105-13. doi: 10.1056/NEJM198601093140208.","","N Engl J Med","1986","1986/01/09","","","10.1056/NEJM198601093140208"
"3079879","LAV/HTLV-III seroconversion and disease in hemophiliacs treated in France","Mathez D, Leibovitch J, Sultan Y, Maisonneuve P.","N Engl J Med. 1986 Jan 9;314(2):118-9. doi: 10.1056/NEJM198601093140213.","Mathez D","N Engl J Med","1986","1986/01/09","","","10.1056/NEJM198601093140213"
"3001519","Prevention of natural colds by contact prophylaxis with intranasal alpha 2-interferon","Hayden FG, Albrecht JK, Kaiser DL, Gwaltney JM Jr.","N Engl J Med. 1986 Jan 9;314(2):71-5. doi: 10.1056/NEJM198601093140202.","Hayden FG","N Engl J Med","1986","1986/01/09","","","10.1056/NEJM198601093140202"
"3001518","Prophylactic efficacy of intranasal alpha 2-interferon against rhinovirus infections in the family setting","Douglas RM, Moore BW, Miles HB, Davies LM, Graham NM, Ryan P, Worswick DA, Albrecht JK.","N Engl J Med. 1986 Jan 9;314(2):65-70. doi: 10.1056/NEJM198601093140201.","Douglas RM","N Engl J Med","1986","1986/01/09","","","10.1056/NEJM198601093140201"
"2934633","The Walter Reed staging classification for HTLV-III/LAV infection","Redfield RR, Wright DC, Tramont EC.","N Engl J Med. 1986 Jan 9;314(2):131-2. doi: 10.1056/NEJM198601093140232.","Redfield RR","N Engl J Med","1986","1986/01/09","","","10.1056/NEJM198601093140232"
"3940324","The Hippocratic oath--corporate version","Schiedermayer DL.","N Engl J Med. 1986 Jan 2;314(1):62. doi: 10.1056/NEJM198601023140122.","Schiedermayer DL","N Engl J Med","1986","1986/01/02","","","10.1056/NEJM198601023140122"
"3940323","Sex determination","Wachtel SS.","N Engl J Med. 1986 Jan 2;314(1):61-2. doi: 10.1056/nejm198601023140121.","Wachtel SS","N Engl J Med","1986","1986/01/02","","","10.1056/nejm198601023140121"
"3940322","Balloon catheter used in the treatment of a ventricular septal rupture following a myocardial infarction","Grant P, Patel P, Singh SP.","N Engl J Med. 1986 Jan 2;314(1):60-1.","Grant P","N Engl J Med","1986","1986/01/02","","",""
"3940321","Case 30-1985: limbic encephalitis","","N Engl J Med. 1986 Jan 2;314(1):60. doi: 10.1056/NEJM198601023140118.","","N Engl J Med","1986","1986/01/02","","","10.1056/NEJM198601023140118"
"3940320","Diabetes mellitus and pregnancy","","N Engl J Med. 1986 Jan 2;314(1):58-60. doi: 10.1056/NEJM198601023140116.","","N Engl J Med","1986","1986/01/02","","","10.1056/NEJM198601023140116"
"3940319","Infection with Rhodococcus equi in AIDS","Sane DC, Durack DT.","N Engl J Med. 1986 Jan 2;314(1):56-7.","Sane DC","N Engl J Med","1986","1986/01/02","","",""
"3940318","Screening mammography--potential problems on the horizon","Hall FM.","N Engl J Med. 1986 Jan 2;314(1):53-5. doi: 10.1056/NEJM198601023140111.","Hall FM","N Engl J Med","1986","1986/01/02","","","10.1056/NEJM198601023140111"
"3940317","Innovations in ambulatory-care education","Shine KI.","N Engl J Med. 1986 Jan 2;314(1):52-3. doi: 10.1056/NEJM198601023140110.","Shine KI","N Engl J Med","1986","1986/01/02","","","10.1056/NEJM198601023140110"
"3940316","Case records of the Massachusetts General Hospital. Weekly clinicopathological exercises. Normal reference values","","N Engl J Med. 1986 Jan 2;314(1):39-49. doi: 10.1056/NEJM198601023140108.","","N Engl J Med","1986","1986/01/02","","","10.1056/NEJM198601023140108"
"3940315","The mechanism of nitrazepam-induced drooling and aspiration","Wyllie E, Wyllie R, Cruse RP, Rothner AD, Erenberg G.","N Engl J Med. 1986 Jan 2;314(1):35-8. doi: 10.1056/NEJM198601023140107.","Wyllie E","N Engl J Med","1986","1986/01/02","","","10.1056/NEJM198601023140107"
"3940314","In support of a linkage between the funding of graduate medical education and care of the indigent","Rieselbach RE, Jackson TC.","N Engl J Med. 1986 Jan 2;314(1):32-5. doi: 10.1056/NEJM198601023140106.","Rieselbach RE","N Engl J Med","1986","1986/01/02","","","10.1056/NEJM198601023140106"
"3940313","Teaching clinical medicine in the ambulatory setting. An idea whose time may have finally come","Perkoff GT.","N Engl J Med. 1986 Jan 2;314(1):27-31. doi: 10.1056/NEJM198601023140105.","Perkoff GT","N Engl J Med","1986","1986/01/02","","","10.1056/NEJM198601023140105"
"3940312","Lassa fever. Effective therapy with ribavirin","McCormick JB, King IJ, Webb PA, Scribner CL, Craven RB, Johnson KM, Elliott LH, Belmont-Williams R.","N Engl J Med. 1986 Jan 2;314(1):20-6. doi: 10.1056/NEJM198601023140104.","McCormick JB","N Engl J Med","1986","1986/01/02","","","10.1056/NEJM198601023140104"
"3510010","Long-term follow-up in London Transplant Group recipients of cadaver renal allografts. The influence of HLA matching on transplant outcome","Festenstein H, Doyle P, Holmes J.","N Engl J Med. 1986 Jan 2;314(1):7-14. doi: 10.1056/NEJM198601023140102.","Festenstein H","N Engl J Med","1986","1986/01/02","","","10.1056/NEJM198601023140102"
"3484396","Reconstitution of natural-killer-cell activity in the newborn by interleukin-2","Sancho L, Martinez C, Nogales A, de la Hera A.","N Engl J Med. 1986 Jan 2;314(1):57-8. doi: 10.1056/NEJM198601023140115.","Sancho L","N Engl J Med","1986","1986/01/02","","","10.1056/NEJM198601023140115"
"3484395","Hemophilus influenzae bacteremia in a patient with immunodeficiency caused by HTLV-III","Garbowit DL, Alsip SG, Griffin FM Jr.","N Engl J Med. 1986 Jan 2;314(1):56. doi: 10.1056/NEJM198601023140114.","Garbowit DL","N Engl J Med","1986","1986/01/02","","","10.1056/NEJM198601023140114"
"3484394","The internal mammary artery: the ideal coronary bypass graft?","Spencer FC.","N Engl J Med. 1986 Jan 2;314(1):50-1. doi: 10.1056/NEJM198601023140109.","Spencer FC","N Engl J Med","1986","1986/01/02","","","10.1056/NEJM198601023140109"
"3484393","Influence of the internal-mammary-artery graft on 10-year survival and other cardiac events","Loop FD, Lytle BW, Cosgrove DM, Stewart RW, Goormastic M, Williams GW, Golding LA, Gill CC, Taylor PC, Sheldon WC, et al.","N Engl J Med. 1986 Jan 2;314(1):1-6. doi: 10.1056/NEJM198601023140101.","Loop FD","N Engl J Med","1986","1986/01/02","","","10.1056/NEJM198601023140101"
"3079620","Protecting the bladder from cyclophosphamide with mesna","Finn GP, Sidau B, Shaw IC.","N Engl J Med. 1986 Jan 2;314(1):61. doi: 10.1056/nejm198601023140120.","Finn GP","N Engl J Med","1986","1986/01/02","","","10.1056/nejm198601023140120"
"3079619","Stopping long-term dialysis. An empirical study of withdrawal of life-supporting treatment","Neu S, Kjellstrand CM.","N Engl J Med. 1986 Jan 2;314(1):14-20. doi: 10.1056/NEJM198601023140103.","Neu S","N Engl J Med","1986","1986/01/02","","","10.1056/NEJM198601023140103"
"2999601","Cough and wheeze caused by inhibitors of angiotensin-converting enzyme","Semple PF, Herd GW.","N Engl J Med. 1986 Jan 2;314(1):61. doi: 10.1056/NEJM198601023140119.","Semple PF","N Engl J Med","1986","1986/01/02","","","10.1056/NEJM198601023140119"
"2999600","HTLV-III/LAV-antibody-positive soldiers in Berlin","James JJ, Morgenstern MA, Hatten JA.","N Engl J Med. 1986 Jan 2;314(1):55-6. doi: 10.1056/NEJM198601023140112.","James JJ","N Engl J Med","1986","1986/01/02","","","10.1056/NEJM198601023140112"
"4069188","Apartheid and academic boycott","McGregor M.","N Engl J Med. 1985 Dec 26;313(26):1666. doi: 10.1056/NEJM198512263132618.","McGregor M","N Engl J Med","1985","1985/12/26","","","10.1056/NEJM198512263132618"
"4069187","The attending at the funeral","","N Engl J Med. 1985 Dec 26;313(26):1664-6. doi: 10.1056/NEJM198512263132617.","","N Engl J Med","1985","1985/12/26","","","10.1056/NEJM198512263132617"
"4069186","The market or the government","","N Engl J Med. 1985 Dec 26;313(26):1663-4. doi: 10.1056/NEJM198512263132616.","","N Engl J Med","1985","1985/12/26","","","10.1056/NEJM198512263132616"
"4069185","Burning chest pain","Ramp J, Rezak M, Simon L, Wurtz R.","N Engl J Med. 1985 Dec 26;313(26):1662-3.","Ramp J","N Engl J Med","1985","1985/12/26","","",""
"4069184","Aspiration of baby powder","Cotton WH, Davidson PJ.","N Engl J Med. 1985 Dec 26;313(26):1662. doi: 10.1056/NEJM198512263132615.","Cotton WH","N Engl J Med","1985","1985/12/26","","","10.1056/NEJM198512263132615"
"4069183","Long-term moderate drinking among alcoholics discharged from the hospital","","N Engl J Med. 1985 Dec 26;313(26):1661-2. doi: 10.1056/NEJM198512263132613.","","N Engl J Med","1985","1985/12/26","","","10.1056/NEJM198512263132613"
"4069182","A role for platelets in the process of infarct extension?","Henriksson P, Edhag O, Edlund A, Jansson B, Lantz B, Nyqvist O, Sarby B, Wennmalm A.","N Engl J Med. 1985 Dec 26;313(26):1660-1.","Henriksson P","N Engl J Med","1985","1985/12/26","","",""
"4069181","A possible relation between oxytocin for induction of labor and sudden infant death syndrome","Einspieler C, Kenner T.","N Engl J Med. 1985 Dec 26;313(26):1660. doi: 10.1056/NEJM198512263132612.","Einspieler C","N Engl J Med","1985","1985/12/26","","","10.1056/NEJM198512263132612"
"4069180","IgM antibody to hepatitis B core antigen: a marker of infectivity","Tassopoulos NC, Papaevangelou G, Sjogrent MH, Roumeliotou A, Purcell RH.","N Engl J Med. 1985 Dec 26;313(26):1659-60. doi: 10.1056/nejm198512263132610.","Tassopoulos NC","N Engl J Med","1985","1985/12/26","","","10.1056/nejm198512263132610"
"4069179","Spontaneous regression of Kaposi's sarcoma in patients with AIDS","Real FX, Krown SE.","N Engl J Med. 1985 Dec 26;313(26):1659. doi: 10.1056/NEJM198512263132609.","Real FX","N Engl J Med","1985","1985/12/26","","","10.1056/NEJM198512263132609"
"4069178","Regional ventilation in infancy. Reversal of adult pattern","Davies H, Kitchman R, Gordon I, Helms P.","N Engl J Med. 1985 Dec 26;313(26):1626-8. doi: 10.1056/NEJM198512263132603.","Davies H","N Engl J Med","1985","1985/12/26","","","10.1056/NEJM198512263132603"
"3906401","Blistering skin diseases: new insights","Katz SI.","N Engl J Med. 1985 Dec 26;313(26):1657-8. doi: 10.1056/NEJM198512263132608.","Katz SI","N Engl J Med","1985","1985/12/26","","","10.1056/NEJM198512263132608"
"3906400","Intraepidermal neutrophilic IgA dermatosis","Huff JC, Golitz LE, Kunke KS.","N Engl J Med. 1985 Dec 26;313(26):1643-5. doi: 10.1056/NEJM198512263132606.","Huff JC","N Engl J Med","1985","1985/12/26","","","10.1056/NEJM198512263132606"
"3906399","Osteosarcoma: fifteen years later","Goorin AM, Abelson HT, Frei E 3rd.","N Engl J Med. 1985 Dec 26;313(26):1637-43. doi: 10.1056/NEJM198512263132605.","Goorin AM","N Engl J Med","1985","1985/12/26","","","10.1056/NEJM198512263132605"
"3906398","Effect of captopril on heavy proteinuria in azotemic diabetics","Taguma Y, Kitamoto Y, Futaki G, Ueda H, Monma H, Ishizaki M, Takahashi H, Sekino H, Sasaki Y.","N Engl J Med. 1985 Dec 26;313(26):1617-20. doi: 10.1056/NEJM198512263132601.","Taguma Y","N Engl J Med","1985","1985/12/26","","","10.1056/NEJM198512263132601"
"3877874","Anti-IgA antibodies in pregnancy","Petty RE, Sherry DD, Johannson J.","N Engl J Med. 1985 Dec 26;313(26):1620-5. doi: 10.1056/NEJM198512263132602.","Petty RE","N Engl J Med","1985","1985/12/26","","","10.1056/NEJM198512263132602"
"3840866","Simple linear regression in medical research","Godfrey K.","N Engl J Med. 1985 Dec 26;313(26):1629-36. doi: 10.1056/NEJM198512263132604.","Godfrey K","N Engl J Med","1985","1985/12/26","","","10.1056/NEJM198512263132604"
"2999599","Case records of the Massachusetts General Hospital. Weekly clinicopathological exercises. Case 52-1985. Transverse myelopathy and later development of multiple intracerebral lesions in a 64-year-old man","","N Engl J Med. 1985 Dec 26;313(26):1646-56. doi: 10.1056/NEJM198512263132607.","","N Engl J Med","1985","1985/12/26","","","10.1056/NEJM198512263132607"
"4069177","Bearing the news","","N Engl J Med. 1985 Dec 19;313(25):1613. doi: 10.1056/NEJM198512193132524.","","N Engl J Med","1985","1985/12/19","","","10.1056/NEJM198512193132524"
"4069176","The importance of accurate and precise aluminum levels","Adan L, Hainline BW, Zackson DA.","N Engl J Med. 1985 Dec 19;313(25):1609.","Adan L","N Engl J Med","1985","1985/12/19","","",""
"4069175","Reduction of temperature and lithium poisoning","Follézou JY, Bleibel JM.","N Engl J Med. 1985 Dec 19;313(25):1609. doi: 10.1056/nejm198512193132516.","Follézou JY","N Engl J Med","1985","1985/12/19","","","10.1056/nejm198512193132516"
"4069174","First-trimester diagnosis of maple syrup urine disease on intact chorionic villi","Kleijer WJ, Horsman D, Mancini GM, Fois A, Boue J.","N Engl J Med. 1985 Dec 19;313(25):1608. doi: 10.1056/nejm198512193132514.","Kleijer WJ","N Engl J Med","1985","1985/12/19","","","10.1056/nejm198512193132514"
"4069173","Acute fatty liver of pregnancy","Bova JG, Schenker S.","N Engl J Med. 1985 Dec 19;313(25):1608. doi: 10.1056/NEJM198512193132515.","Bova JG","N Engl J Med","1985","1985/12/19","","","10.1056/NEJM198512193132515"
"4069172","HTLV-III exposure during cardiopulmonary resuscitation","Saviteer SM, White GC, Cohen MS, Jason J.","N Engl J Med. 1985 Dec 19;313(25):1606-7.","Saviteer SM","N Engl J Med","1985","1985/12/19","","",""
"4069171","Case records of the Massachusetts General Hospital. Weekly clinicopathological exercises. Case 51-1985. A 78-year-old woman with bilateral renal masses","","N Engl J Med. 1985 Dec 19;313(25):1596-603. doi: 10.1056/NEJM198512193132508.","","N Engl J Med","1985","1985/12/19","","","10.1056/NEJM198512193132508"
"4069170","Improved neurologic function after long-term correction of vitamin E deficiency in children with chronic cholestasis","Sokol RJ, Guggenheim MA, Iannaccone ST, Barkhaus PE, Miller C, Silverman A, Balistreri WF, Heubi JE.","N Engl J Med. 1985 Dec 19;313(25):1580-6. doi: 10.1056/NEJM198512193132505.","Sokol RJ","N Engl J Med","1985","1985/12/19","","","10.1056/NEJM198512193132505"
"3934538","Increased plasma levels of a rapid inhibitor of tissue plasminogen activator in young survivors of myocardial infarction","Hamsten A, Wiman B, de Faire U, Blombäck M.","N Engl J Med. 1985 Dec 19;313(25):1557-63. doi: 10.1056/NEJM198512193132501.","Hamsten A","N Engl J Med","1985","1985/12/19","","","10.1056/NEJM198512193132501"
"3906397","The fate of Anatoly Koryagin","Miles SH.","N Engl J Med. 1985 Dec 19;313(25):1605-6. doi: 10.1056/NEJM198512193132510.","Miles SH","N Engl J Med","1985","1985/12/19","","","10.1056/NEJM198512193132510"
"3865054","Lymphomatous ALL with abnormalities of the short arm of chromosome 9","","N Engl J Med. 1985 Dec 19;313(25):1611-2. doi: 10.1056/NEJM198512193132520.","","N Engl J Med","1985","1985/12/19","","","10.1056/NEJM198512193132520"
"3840865","Prenatal diagnosis of hereditary protein C deficiency","Mibashan RS, Millar DS, Rodeck CH, Nicolaides KH, Berger A, Seligsohn U.","N Engl J Med. 1985 Dec 19;313(25):1607. doi: 10.1056/NEJM198512193132513.","Mibashan RS","N Engl J Med","1985","1985/12/19","","","10.1056/NEJM198512193132513"
"2999598","Radon daughters and lung cancer","Radford EP.","N Engl J Med. 1985 Dec 19;313(25):1610-1. doi: 10.1056/NEJM198512193132519.","Radford EP","N Engl J Med","1985","1985/12/19","","","10.1056/NEJM198512193132519"
"2999597","Infrequency of isolation of HTLV-III virus from saliva in AIDS","Ho DD, Byington RE, Schooley RT, Flynn T, Rota TR, Hirsch MS.","N Engl J Med. 1985 Dec 19;313(25):1606. doi: 10.1056/NEJM198512193132512.","Ho DD","N Engl J Med","1985","1985/12/19","","","10.1056/NEJM198512193132512"
"2999596","The prospects for and pathways toward a vaccine for AIDS","Francis DP, Petricciani JC.","N Engl J Med. 1985 Dec 19;313(25):1586-90. doi: 10.1056/NEJM198512193132506.","Francis DP","N Engl J Med","1985","1985/12/19","","","10.1056/NEJM198512193132506"
"2999595","Replication of Epstein-Barr virus within the epithelial cells of oral ""hairy"" leukoplakia, an AIDS-associated lesion","Greenspan JS, Greenspan D, Lennette ET, Abrams DI, Conant MA, Petersen V, Freese UK.","N Engl J Med. 1985 Dec 19;313(25):1564-71. doi: 10.1056/NEJM198512193132502.","Greenspan JS","N Engl J Med","1985","1985/12/19","","","10.1056/NEJM198512193132502"
"2933587","Plasma atrial natriuretic factor in patients with cirrhosis","Gerbes AL, Arendt RM, Ritter D, Jüngst D, Zähringer J, Paumgartner G.","N Engl J Med. 1985 Dec 19;313(25):1609-10. doi: 10.1056/NEJM198512193132517.","Gerbes AL","N Engl J Med","1985","1985/12/19","","","10.1056/NEJM198512193132517"
"2866446","A new treatment for an old disease","Daughaday WH.","N Engl J Med. 1985 Dec 19;313(25):1604-5. doi: 10.1056/NEJM198512193132509.","Daughaday WH","N Engl J Med","1985","1985/12/19","","","10.1056/NEJM198512193132509"
"2866445","Long-term treatment of acromegaly with the somatostatin analogue SMS 201-995","Lamberts SW, Uitterlinden P, Verschoor L, van Dongen KJ, del Pozo E.","N Engl J Med. 1985 Dec 19;313(25):1576-80. doi: 10.1056/NEJM198512193132504.","Lamberts SW","N Engl J Med","1985","1985/12/19","","","10.1056/NEJM198512193132504"
"2415822","Surgery for hepatic neoplasms","Malt RA.","N Engl J Med. 1985 Dec 19;313(25):1591-6. doi: 10.1056/NEJM198512193132507.","Malt RA","N Engl J Med","1985","1985/12/19","","","10.1056/NEJM198512193132507"
"2415821","Stimulation of F-cell production in patients with sickle-cell anemia treated with cytarabine or hydroxyurea","Veith R, Galanello R, Papayannopoulou T, Stamatoyannopoulos G.","N Engl J Med. 1985 Dec 19;313(25):1571-5. doi: 10.1056/NEJM198512193132503.","Veith R","N Engl J Med","1985","1985/12/19","","","10.1056/NEJM198512193132503"
"4069169","Smoke-free facilities in the Indian Health Service","Rhoades ER, Fairbanks LL.","N Engl J Med. 1985 Dec 12;313(24):1548.","Rhoades ER","N Engl J Med","1985","1985/12/12","","",""
"4069168","Cost containment by a naval armada","","N Engl J Med. 1985 Dec 12;313(24):1548. doi: 10.1056/NEJM198512123132419.","","N Engl J Med","1985","1985/12/12","","","10.1056/NEJM198512123132419"
"4069167","Formation of N-nitrosamines from sodium nitroprusside and secondary amines","Park JW, Means GE.","N Engl J Med. 1985 Dec 12;313(24):1547-8.","Park JW","N Engl J Med","1985","1985/12/12","","",""
"4069166","Rubella reinfection and the fetus","Grangeot-Keros L, Nicolas JC, Bricout F, Pillot J.","N Engl J Med. 1985 Dec 12;313(24):1547. doi: 10.1056/NEJM198512123132418.","Grangeot-Keros L","N Engl J Med","1985","1985/12/12","","","10.1056/NEJM198512123132418"
"4069165","Follow-up at 41/2 years on homosexual men with generalized lymphadenopathy","Mathur-Wagh U, Mildvan D, Senie RT.","N Engl J Med. 1985 Dec 12;313(24):1542-3. doi: 10.1056/NEJM198512123132412.","Mathur-Wagh U","N Engl J Med","1985","1985/12/12","","","10.1056/NEJM198512123132412"
